pre_village,pre_district,pre_cluster,GPS-Altitude,hhh_age,Land_size_agriculture,Time_to_collect_Water_for_Household_use_Minutes,Beans_total_yield,Irish_potatoes_total_yield,Cassava_total_yield,Sorghum_total_yield,Maize_total_yield,Millet_total_yield,Onions_total_yield,Sweet_potatoes_total_yield,Ground_Nuts_total_yield,Food_banana_total_yield,Coffee_total_yield,cohort
Ntaraga,Kagadi_GAC,Nyakashema,1189.2,58.0,0.75,60.0,,,,,,,,,,,,2022
Yorodani A,Kagadi_GAC,Yorodani,1073.0,29.0,0.25,20.0,,,,,,,,,,,0.0,2022
Nyabwegyereka  B,Kagadi_GAC,Nyakashema,1149.1,65.0,0.0,60.0,,,,,,,,,,20.0,3.0,2022
Ntaraga,Kagadi_GAC,Nyakashema,1164.4,50.0,0.0,50.0,,,,,,,,,,,,2022
Galilaya B,Kagadi_GAC,Yorodani,1149.5,21.0,0.0,60.0,290.0,,,,,,,,,10.0,0.0,2022
Mukole,Kagadi_GAC,Buhumuriro,1105.9,19.0,0.0,40.0,,,,,,,,,,30.0,,2022
Nyakabingo_A,Kagadi_GAC,Nyakashema,1194.4,47.0,0.125,40.0,340.0,,,,,,,,,,,2022
Nyabwegyereka_A,Kagadi_GAC,Nyakashema,1187.0,66.0,0.875,50.0,295.0,,,,,,,,,,,2022
Namirembe,Kagadi_GAC,Yorodani,1068.9,47.0,1.5,15.0,,,,,,,,,,,,2022
Ntaraga,Kagadi_GAC,Nyakashema,1168.2,50.0,0.0,40.0,290.0,,,,,,,,,,,2022
Kacheri,Kagadi_GAC,Nyakashema,0.0,65.0,0.0,45.0,,,,,,,,,,,,2022
Nyakashema_A,Kagadi_GAC,Nyakashema,1182.3,53.0,1.5,30.0,210.0,,,,,,,,,,,2022
Rutooma,Kagadi_GAC,Yorodani,1109.5,62.0,2.88,30.0,,,,,,,,,,30.0,,2022
Kasozi,Kagadi_GAC,Buhumuriro,1126.2,70.0,0.75,30.0,,,,,,,,,,40.0,,2022
Nyakabingo_A,Kagadi_GAC,Nyakashema,1217.3,42.0,0.5,40.0,,,,,,,,,,,,2022
Kagando,Kagadi_GAC,Yorodani,1097.0,25.0,0.15,15.0,230.0,,,,5.5,,,,,,,2022
Namugongo A,Kagadi_GAC,Buhumuriro,1165.3,35.0,0.0,50.0,,,,,190.0,,,,,,0.0,2022
Ntaraga,Kagadi_GAC,Nyakashema,1189.5,33.0,0.375,60.0,340.0,,,,,,,,,,,2022
Namirembe,Kagadi_GAC,Yorodani,1069.1,19.0,0.0,20.0,,,,,,,,,,,,2022
Nyakashema_B,Kagadi_GAC,Nyakashema,1176.9,76.0,0.5,60.0,260.0,,,,,,,,,,,2022
Nyabwegyereka_A,Kagadi_GAC,Nyakashema,1160.3,60.0,1.0,80.0,210.0,,,,,,,,,,4.0,2022
Nyakabingo_A,Kagadi_GAC,Nyakashema,1203.6,73.0,2.5,60.0,203.0,,,,,,,,,,,2022
Nyakabingo_A,Kagadi_GAC,Nyakashema,1192.5,44.0,1.25,50.0,370.0,,,,,,,,,,,2022
Nyakashema_A,Kagadi_GAC,Nyakashema,1182.4,35.0,1.25,30.0,310.0,,,,,,,,,,,2022
Namugongo A,Kagadi_GAC,Buhumuriro,1150.7,25.0,0.0,10.0,300.0,,,,,,,,,,0.0,2022
Galilaya B,Kagadi_GAC,Yorodani,1157.1,22.0,0.25,60.0,135.0,,,,,,,,,,,2022
Kacheri,Kagadi_GAC,Nyakashema,969.6,70.0,1.2,30.0,230.0,,,,210.0,,,,,20.0,,2022
Namugongo A,Kagadi_GAC,Buhumuriro,1164.6,50.0,0.0,20.0,400.0,,,,,,,,,,,2022
Namirembe,Kagadi_GAC,Yorodani,1083.1,19.0,0.0,15.0,,,,,,,,,,,,2022
Galilaya B,Kagadi_GAC,Yorodani,1157.1,33.0,1.25,60.0,360.0,,,,,,,,,,,2022
Kagando,Kagadi_GAC,Yorodani,1076.9,34.0,0.5,30.0,131.0,,,,8.0,,,,,25.0,,2022
Galilaya B,Kagadi_GAC,Yorodani,1112.7,28.0,0.0,10.0,140.0,,,,,,,,,,,2022
Ntaraga,Kagadi_GAC,Nyakashema,1195.0,25.0,0.0,40.0,,,,,,,,,,,,2022
Kasozi,Kagadi_GAC,Buhumuriro,1106.3,99.0,1.5,10.0,250.0,,,,,,,,42.0,20.0,,2022
Kacheri,Kagadi_GAC,Nyakashema,1010.3,90.0,1.5,30.0,290.0,,,,140.0,,,2.0,,10.0,,2022
Namugongo B,Kagadi_GAC,Buhumuriro,1000.4,37.0,0.0,15.0,355.0,,,,,,,,,,,2022
Nyakashema_A,Kagadi_GAC,Nyakashema,1161.2,48.0,0.0,30.0,,,,,,,,,,,200.0,2022
Yorodani A,Kagadi_GAC,Yorodani,1116.2,43.0,1.25,120.0,,,,,,,,,,,,2022
Namugongo A,Kagadi_GAC,Buhumuriro,1151.3,67.0,0.75,20.0,230.0,,,,,,,,,,,2022
Buhumuliro  A,Kagadi_GAC,Buhumuriro,1120.9,26.0,0.9375,50.0,,,,,,,,,,10.0,,2022
Rutooma,Kagadi_GAC,Yorodani,1109.6,42.0,6.85,60.0,,,,,,,,,,40.0,50.0,2022
Nyakabingo_A,Kagadi_GAC,Nyakashema,1194.5,46.0,0.0,50.0,350.0,,,,,,,,,,,2022
Namirembe,Kagadi_GAC,Yorodani,1088.4,18.0,0.0,20.0,,,,,,,,,,,,2022
Namugongo A,Kagadi_GAC,Buhumuriro,1174.8,36.0,1.25,30.0,280.0,,,,,,,,,,,2022
Kasozi,Kagadi_GAC,Buhumuriro,1110.2,28.0,0.19999999999999996,30.0,,,,,,,,,,50.0,,2022
Mukole,Kagadi_GAC,Buhumuriro,1071.0,48.0,0.44999999999999996,30.0,250.0,,,,,,,,,,,2022
Galilaya B,Kagadi_GAC,Yorodani,1171.1,23.0,0.25,10.0,295.0,,,,,,,,,20.0,,2022
Galilaya B,Kagadi_GAC,Yorodani,1136.3,65.0,0.0,10.0,448.0,,,,282.0,,,,,,,2022
Nyakashema_A,Kagadi_GAC,Nyakashema,1182.2,28.0,0.5,60.0,,,,,,,,,,,,2022
Nyakashema_A,Kagadi_GAC,Nyakashema,1136.8,28.0,0.5,20.0,310.0,,,,,,,,,,,2022
Nyakashema_A,Kagadi_GAC,Nyakashema,1110.4,30.0,2.0,10.0,,,,,,,,,,,,2022
Mukole,Kagadi_GAC,Buhumuriro,1227.0,78.0,0.44999999999999996,30.0,360.0,,,,,,,,,60.0,,2022
Nyakabingo_B,Kagadi_GAC,Nyakashema,1194.6,35.0,1.375,50.0,300.0,,,,170.0,,,,,,,2022
Namugongo A,Kagadi_GAC,Buhumuriro,1165.5,27.0,0.0,20.0,220.0,,,,130.0,,,,,,,2022
Kasozi,Kagadi_GAC,Buhumuriro,1109.6,62.0,0.5,10.0,330.0,,,,,,,,110.0,,,2022
Rutooma,Kagadi_GAC,Yorodani,1079.4,60.0,3.88,30.0,250.0,,2.0,,110.0,,,6.0,,,,2022
Yorodani A,Kagadi_GAC,Yorodani,1122.3,57.0,0.0,30.0,,,,,12.0,,,,,,0.0,2022
Ntaraga,Kagadi_GAC,Nyakashema,1170.1,60.0,1.25,120.0,210.0,,,,,,,,,,,2022
Galilaya B,Kagadi_GAC,Yorodani,1123.4,35.0,0.5,60.0,300.0,,,,380.0,,,,,,,2022
Namirembe,Kagadi_GAC,Yorodani,1127.6,42.0,1.5,90.0,,,,,,,,,,,,2022
Nyakabingo_B,Kagadi_GAC,Nyakashema,1148.1,20.0,0.375,25.0,120.0,,,,322.0,,,,,,,2022
Namugongo B,Kagadi_GAC,Buhumuriro,1003.5,64.0,0.0,60.0,,,,,300.0,,,,,70.0,,2022
Namugongo C,Kagadi_GAC,Buhumuriro,1142.3,45.0,0.8,40.0,165.0,,,,3.0,,,,23.0,20.0,,2022
Kakundwa,Kagadi_GAC,Yorodani,993.5,55.0,0.0,15.0,150.0,,,,250.0,,,,,100.0,,2022
Kakundwa,Kagadi_GAC,Yorodani,1046.0,45.0,0.8,90.0,110.0,,,,410.0,,,3.5,,10.0,,2022
Kakundwa,Kagadi_GAC,Yorodani,1046.4,24.0,0.0,30.0,360.0,,,,240.0,,,,,,,2022
Yorodani A,Kagadi_GAC,Yorodani,1117.1,28.0,0.75,60.0,360.0,,,,,,,,,10.0,,2022
Nyakashema_A,Kagadi_GAC,Nyakashema,1180.6,18.0,0.15,30.0,,,,,,,,,,,100.0,2022
Rutooma,Kagadi_GAC,Yorodani,1086.3,56.0,5.88,30.0,160.0,,,,460.0,,,,,,,2022
Yorodani A,Kagadi_GAC,Yorodani,1022.7,74.0,1.5,180.0,430.0,,,,300.0,,,,,,,2022
Yorodani A,Kagadi_GAC,Yorodani,1092.4,31.0,0.0,30.0,,,,,24.0,,,,,,0.0,2022
Yorodani A,Kagadi_GAC,Yorodani,1035.9,48.0,0.5,60.0,400.0,,,,,,,,,,,2022
Nyabwegyereka  B,Kagadi_GAC,Nyakashema,1133.1,51.0,1.88,30.0,215.0,,4.0,,,,,6.0,,60.0,,2022
Kagando,Kagadi_GAC,Yorodani,1104.5,77.0,3.0,40.0,218.0,,,,9.0,,,,,,0.0,2022
Kakundwa,Kagadi_GAC,Yorodani,1050.1,24.0,0.4,60.0,110.0,,,,409.0,,,2.5,,10.0,,2022
Kasozi,Kagadi_GAC,Buhumuriro,1090.4,44.0,1.0,10.0,,,,,260.0,,,,,,80.0,2022
Ntaraga,Kagadi_GAC,Nyakashema,780.1,48.0,0.0,40.0,280.0,,,,,,,,,,,2022
Namugongo B,Kagadi_GAC,Buhumuriro,1002.3,53.0,0.0,30.0,,,,,,,,,,100.0,100.0,2022
Nyakashema_B,Kagadi_GAC,Nyakashema,1181.0,26.0,0.375,20.0,,,,,,,,,,15.0,,2022
Namugongo C,Kagadi_GAC,Buhumuriro,1073.3,57.0,0.8,180.0,221.0,,,,,,,,,,,2022
Namugongo B,Kagadi_GAC,Buhumuriro,1037.1,46.0,1.7,15.0,170.0,,2.5,,520.0,,,4.0,130.0,10.0,0.0,2022
Nyakabingo_B,Kagadi_GAC,Nyakashema,1153.7,53.0,0.875,30.0,,,,,,,,,,,,2022
Kacheri,Kagadi_GAC,Nyakashema,1006.5,69.0,2.7,15.0,170.0,,,,600.0,,,3.0,,10.0,,2022
Namirembe,Kagadi_GAC,Yorodani,1050.0,19.0,4.75,30.0,,,,,,,,,,,,2022
Kakundwa,Kagadi_GAC,Yorodani,1066.4,36.0,0.8,20.0,308.0,,,,180.0,,,3.0,,10.0,,2022
Nyakabingo_A,Kagadi_GAC,Nyakashema,1202.6,40.0,0.5,30.0,140.0,,,,,,,,,10.0,,2022
Galilaya B,Kagadi_GAC,Yorodani,1150.3,27.0,0.0,12.0,315.0,,,,420.0,,,,,20.0,0.0,2022
Nyabwegyereka  B,Kagadi_GAC,Nyakashema,1140.7,45.0,0.09999999999999998,60.0,230.0,,,,90.0,,,,,30.0,8.0,2022
Namugongo B,Kagadi_GAC,Buhumuriro,1099.2,59.0,1.3,30.0,95.0,,,,340.0,,,3.0,,10.0,,2022
Nyabwegyereka  B,Kagadi_GAC,Nyakashema,1136.8,38.0,0.15000000000000002,30.0,320.0,,,,,,,,,40.0,100.0,2022
Kakundwa,Kagadi_GAC,Yorodani,1015.8,64.0,1.0,15.0,300.0,,,,,,,,,,,2022
Nyabwegyereka_A,Kagadi_GAC,Nyakashema,1181.7,22.0,0.25,60.0,,,,,,,,,,,,2022
Nyakabingo_B,Kagadi_GAC,Nyakashema,1178.5,60.0,2.875,60.0,250.0,,,,417.0,,,,,30.0,,2022
Mukole,Kagadi_GAC,Buhumuriro,1105.6,88.0,3.875,60.0,,,,,,,,,,,,2022
Namugongo A,Kagadi_GAC,Buhumuriro,1149.4,35.0,0.75,60.0,350.0,,,,240.0,,,,,,,2022
Nyakabingo_B,Kagadi_GAC,Nyakashema,1215.1,38.0,0.0,40.0,285.0,,,,,,,,,,,2022
Kagando,Kagadi_GAC,Yorodani,1124.9,34.0,1.8,30.0,122.0,,,,3.0,,,,,,,2022
Nyakashema_A,Kagadi_GAC,Nyakashema,1149.2,23.0,0.8,20.0,160.0,,,,,,,,,,,2022
Nyakabingo_A,Kagadi_GAC,Nyakashema,1179.3,58.0,3.5,60.0,400.0,,,,,,,,,,,2022
Nyabwegyereka_A,Kagadi_GAC,Nyakashema,1173.6,42.0,2.0,60.0,,,,,,,,,,,,2022
Kasozi,Kagadi_GAC,Buhumuriro,1133.7,30.0,0.0,20.0,365.0,,,,110.0,,,,,10.0,,2022
Rutooma,Kagadi_GAC,Yorodani,1107.4,72.0,0.88,40.0,,,,,,,,,,30.0,,2022
Rutooma,Kagadi_GAC,Yorodani,1086.6,31.0,1.88,30.0,318.0,,2.0,,200.0,,,5.0,,30.0,20.0,2022
Nyakabingo_B,Kagadi_GAC,Nyakashema,1149.7,70.0,1.0,30.0,,,,,,,,,,,,2022
Nyakashema_B,Kagadi_GAC,Nyakashema,1160.9,27.0,1.0,15.0,,,,,,,,,,,,2022
Namugongo A,Kagadi_GAC,Buhumuriro,1153.9,30.0,0.0,30.0,365.0,,,,200.0,,,,,10.0,,2022
Kagando,Kagadi_GAC,Yorodani,1066.3,40.0,1.8,30.0,,,,,17.0,,,12.0,,10.0,,2022
Nyakabingo_A,Kagadi_GAC,Nyakashema,1227.1,71.0,0.0,40.0,,,,,,,,,,25.0,,2022
Nyabwegyereka  B,Kagadi_GAC,Nyakashema,1136.6,64.0,1.88,30.0,195.0,,,,,,,5.0,220.0,50.0,20.0,2022
Buhumuliro  A,Kagadi_GAC,Buhumuriro,1110.2,60.0,0.9375,50.0,180.0,,,,,,,,110.0,,,2022
Nyabwegyereka  B,Kagadi_GAC,Nyakashema,1133.7,38.0,1.38,40.0,251.0,,7.0,,,,,5.0,,50.0,,2022
Nyakashema_B,Kagadi_GAC,Nyakashema,1177.1,47.0,1.0,15.0,372.0,,,,,,,,,,,2022
Namugongo C,Kagadi_GAC,Buhumuriro,1120.7,28.0,0.5,50.0,140.0,,,,350.0,,,,,,,2022
Buhumuliro  A,Kagadi_GAC,Buhumuriro,1090.7,20.0,1.375,170.0,137.0,,,,490.0,,,,,20.0,,2022
Kasozi,Kagadi_GAC,Buhumuriro,1130.3,48.0,1.5,30.0,,,,,,,,,,100.0,,2022
Nyakashema_A,Kagadi_GAC,Nyakashema,1172.8,30.0,0.0,20.0,260.0,,,,,,,,,,,2022
Yorodani A,Kagadi_GAC,Yorodani,1036.4,25.0,0.0,60.0,290.0,,,,,,,,,,,2022
Nyabwegyereka  B,Kagadi_GAC,Nyakashema,1115.5,55.0,1.88,60.0,286.0,,7.0,,,,,6.0,130.0,,,2022
Ntaraga,Kagadi_GAC,Nyakashema,1182.8,35.0,1.25,180.0,450.0,,,,380.0,,,,,,,2022
Namugongo C,Kagadi_GAC,Buhumuriro,1140.6,54.0,1.1,30.0,105.0,,,,26.0,,,,5.0,10.0,0.0,2022
Nyabwegyereka_A,Kagadi_GAC,Nyakashema,1209.0,52.0,0.25,120.0,,,,,,,,,,,,2022
Rutooma,Kagadi_GAC,Yorodani,1080.2,31.0,3.38,30.0,325.0,,3.0,,220.0,,,5.0,,,60.0,2022
Nyabwegyereka  B,Kagadi_GAC,Nyakashema,1164.1,43.0,1.38,30.0,100.0,,,,410.0,,,,160.0,50.0,,2022
Nyakabingo_B,Kagadi_GAC,Nyakashema,1211.4,39.0,1.375,50.0,210.0,7.0,,,,,,,,10.0,,2022
Mukole,Kagadi_GAC,Buhumuriro,1102.2,40.0,0.75,40.0,395.0,,,,,,,,,,,2022
Nyabwegyereka  B,Kagadi_GAC,Nyakashema,1126.9,45.0,2.88,30.0,190.0,,11.0,,,,,4.0,,50.0,,2022
Nyakabingo_A,Kagadi_GAC,Nyakashema,1186.8,30.0,0.625,40.0,390.0,,,,,,,,,,,2022
Mukole,Kagadi_GAC,Buhumuriro,1101.6,30.0,0.75,30.0,,,,,510.0,,,,,10.0,,2022
Nyakashema_B,Kagadi_GAC,Nyakashema,1181.2,96.0,1.75,60.0,250.0,,,,,,,,,,,2022
Namirembe,Kagadi_GAC,Yorodani,1061.9,28.0,0.75,40.0,,,,,,,,,,20.0,,2022
Mukole,Kagadi_GAC,Buhumuriro,1050.2,74.0,1.875,120.0,,,,,,,,,,20.0,,2022
Mukole,Kagadi_GAC,Buhumuriro,1216.4,38.0,0.375,30.0,300.0,,,,,,,,,,,2022
Namugongo B,Kagadi_GAC,Buhumuriro,1038.2,72.0,1.8,45.0,130.0,,2.25,,160.0,,,5.0,,20.0,,2022
Namugongo C,Kagadi_GAC,Buhumuriro,1156.1,85.0,0.49999999999999994,40.0,230.0,,,,670.0,,,2.6,,,200.0,2022
Kasozi,Kagadi_GAC,Buhumuriro,1138.2,37.0,2.5,10.0,200.0,,,,,,,,160.0,,,2022
Namugongo B,Kagadi_GAC,Buhumuriro,1043.2,59.0,0.0,15.0,,,,,,,,,,65.0,,2022
Galilaya B,Kagadi_GAC,Yorodani,1098.7,62.0,1.75,80.0,330.0,,,,210.0,,,,,,0.0,2022
Buhumuliro  A,Kagadi_GAC,Buhumuriro,1112.7,40.0,0.375,40.0,290.0,,,,,,,,,10.0,,2022
Kacheri,Kagadi_GAC,Nyakashema,0.0,71.0,0.0,30.0,,,,,,,,,,,,2022
Ntaraga,Kagadi_GAC,Nyakashema,1160.9,50.0,2.375,120.0,270.0,,,,480.0,,,,,,,2022
Ntaraga,Kagadi_GAC,Nyakashema,1175.5,48.0,0.5,30.0,370.0,,,,200.0,,,,,,,2022
Rutooma,Kagadi_GAC,Yorodani,1082.3,28.0,1.88,30.0,120.0,,5.0,,680.0,,,6.0,,50.0,50.0,2022
Buhumuliro  A,Kagadi_GAC,Buhumuriro,1124.0,62.0,2.0,60.0,350.0,,,,,,,,,,,2022
Kasozi,Kagadi_GAC,Buhumuriro,1133.7,34.0,3.0,60.0,375.0,,,,230.0,,,,,,,2022
Nyakashema_A,Kagadi_GAC,Nyakashema,1141.1,28.0,2.5,30.0,,,,,,,,,,,50.0,2022
Buhumuliro  A,Kagadi_GAC,Buhumuriro,1108.7,43.0,0.9375,50.0,,,,,,,,,,,,2022
Nyabwegyereka_A,Kagadi_GAC,Nyakashema,1170.8,47.0,7.0,45.0,280.0,,,,,,,,,,300.0,2022
Kagando,Kagadi_GAC,Yorodani,1070.0,63.0,10.0,20.0,171.0,,,,13.0,,,,28.0,10.0,,2022
Rutooma,Kagadi_GAC,Yorodani,1062.3,56.0,3.85,30.0,52.0,,,,160.0,,,,,50.0,,2022
Namugongo A,Kagadi_GAC,Buhumuriro,1162.8,99.0,4.75,40.0,210.0,,,,100.0,,,,,,0.0,2022
Kacheri,Kagadi_GAC,Nyakashema,986.9,41.0,3.0,60.0,350.0,,,,500.0,,,13.5,,20.0,,2022
Nyakashema_B,Kagadi_GAC,Nyakashema,1134.8,81.0,0.875,30.0,,,,,,,,,,,100.0,2022
Namugongo C,Kagadi_GAC,Buhumuriro,1139.5,45.0,3.0,40.0,7.0,,,,24.0,,,,,10.0,,2022
Nyakabingo_B,Kagadi_GAC,Nyakashema,1124.6,55.0,2.125,40.0,290.0,,,,,,,,135.0,,,2022
Nyakashema_B,Kagadi_GAC,Nyakashema,1176.8,62.0,2.25,20.0,220.0,8.0,,,,,,,,,,2022
Nyakabingo_B,Kagadi_GAC,Nyakashema,1166.2,70.0,2.875,45.0,245.0,,,,190.0,,,,,45.0,0.0,2022
Nyakashema_B,Kagadi_GAC,Nyakashema,1181.4,37.0,0.875,30.0,135.0,,2.0,,,,,3.0,,40.0,,2022
Kakundwa,Kagadi_GAC,Yorodani,1072.1,51.0,0.0,30.0,330.0,,,,250.0,,,,,75.0,100.0,2022
Mukole,Kagadi_GAC,Buhumuriro,1103.7,40.0,2.375,60.0,170.0,,3.0,,,,,13.0,210.0,,100.0,2022
Kakundwa,Kagadi_GAC,Yorodani,1037.6,36.0,0.0,40.0,,,,,,,,,,80.0,,2022
Namugongo B,Kagadi_GAC,Buhumuriro,1117.9,54.0,4.0,60.0,,,,,,,,,,,,2022
Kagando,Kagadi_GAC,Yorodani,1074.8,65.0,0.7999999999999999,30.0,130.0,,3.5,,630.0,,,2.2,75.0,60.0,0.0,2022
Kakundwa,Kagadi_GAC,Yorodani,1019.7,30.0,2.0,30.0,180.0,,,,530.0,,,4.5,,10.0,0.0,2022
Namugongo A,Kagadi_GAC,Buhumuriro,1160.5,75.0,15.75,30.0,200.0,,,,500.0,,,,,10.0,0.0,2022
Nyakabingo_B,Kagadi_GAC,Nyakashema,1181.3,48.0,5.875,80.0,338.0,,,,200.0,,,,,66.0,,2022
Kagando,Kagadi_GAC,Yorodani,1082.9,30.0,1.2,40.0,130.0,,,,500.0,,,4.0,,60.0,200.0,2022
Yorodani A,Kagadi_GAC,Yorodani,1101.7,48.0,9.0,20.0,152.0,,,,52.0,,,,,,0.0,2022
Namugongo B,Kagadi_GAC,Buhumuriro,1067.3,30.0,1.5,30.0,140.0,,,,510.0,,,5.0,,25.0,,2022
Rutooma,Kagadi_GAC,Yorodani,1087.6,65.0,3.87,40.0,170.0,,13.0,,500.0,,,5.0,,50.0,60.0,2022
Kakundwa,Kagadi_GAC,Yorodani,1125.5,39.0,2.7,60.0,250.0,,,,720.0,,,4.0,150.0,10.0,,2022
Nyakashema_B,Kagadi_GAC,Nyakashema,1183.1,32.0,0.375,30.0,265.0,,,,600.0,,,3.0,,30.0,,2022
Nyabwegyereka  B,Kagadi_GAC,Nyakashema,1135.5,57.0,1.2,40.0,,,,,,,,,,30.0,100.0,2022
Buhumuliro  A,Kagadi_GAC,Buhumuriro,1119.3,29.0,3.875,70.0,200.0,,,,,,,,,100.0,0.0,2022
Nyabwegyereka  B,Kagadi_GAC,Nyakashema,1146.9,37.0,1.0,40.0,250.0,,,,,,,,15.0,20.0,2.0,2022
Nyakashema_B,Kagadi_GAC,Nyakashema,1181.1,52.0,0.5,70.0,270.0,,9.0,,,,,,,,,2022
Rutooma,Kagadi_GAC,Yorodani,1080.9,67.0,3.88,30.0,160.0,,3.0,,345.0,,,5.0,,60.0,,2022
Mukole,Kagadi_GAC,Buhumuriro,1194.6,60.0,1.125,35.0,130.0,,,,220.0,,,,,,,2022
Kagando,Kagadi_GAC,Yorodani,1093.7,28.0,0.7,60.0,300.0,,2.0,,120.0,,,,,65.0,0.0,2022
Rutooma,Kagadi_GAC,Yorodani,1062.8,34.0,1.38,30.0,230.0,,,,65.0,,,,,60.0,100.0,2022
Namugongo C,Kagadi_GAC,Buhumuriro,1143.1,25.0,1.0,60.0,330.0,,2.5,,120.0,,,,110.0,20.0,0.0,2022
Galilaya B,Kagadi_GAC,Yorodani,1137.8,66.0,2.0,30.0,365.0,,,,160.0,,,,,10.0,0.0,2022
Mukole,Kagadi_GAC,Buhumuriro,1124.5,55.0,1.875,30.0,150.0,,,,670.0,,,9.0,,30.0,60.0,2022
Kacheri,Kagadi_GAC,Nyakashema,984.3,57.0,6.5,30.0,130.0,,,,450.0,,,5.5,,25.0,,2022
Yorodani A,Kagadi_GAC,Yorodani,1028.0,53.0,1.5,60.0,,,,,820.0,,,,,,,2022
Kakundwa,Kagadi_GAC,Yorodani,1067.4,29.0,2.6,40.0,225.0,,,,110.0,,,,,10.0,30.0,2022
Galilaya B,Kagadi_GAC,Yorodani,1161.9,31.0,0.0,80.0,,,,,670.0,,,,,,,2022
Kagando,Kagadi_GAC,Yorodani,1084.2,50.0,0.7,20.0,270.0,,,,110.0,,,,,70.0,150.0,2022
Namugongo B,Kagadi_GAC,Buhumuriro,1009.0,36.0,2.0,30.0,180.0,,2.0,,260.0,,,4.5,150.0,10.0,0.0,2022
Kasozi,Kagadi_GAC,Buhumuriro,1137.3,70.0,0.5,30.0,,,,,360.0,,,,,,250.0,2022
Nyakashema_A,Kagadi_GAC,Nyakashema,1157.6,48.0,3.5,30.0,,,,,,,,,,,60.0,2022
Buhumuliro  A,Kagadi_GAC,Buhumuriro,1102.7,68.0,5.875,69.0,240.0,,,,700.0,,,,,140.0,,2022
Nyakashema_A,Kagadi_GAC,Nyakashema,1140.7,72.0,2.25,20.0,300.0,,,,,,,,,50.0,,2022
Buhumuliro  A,Kagadi_GAC,Buhumuriro,1115.7,42.0,2.875,90.0,280.0,,,,,,,,,80.0,,2022
Nyakashema_B,Kagadi_GAC,Nyakashema,1177.2,48.0,3.5,15.0,265.0,,,,,,,,,,0.0,2022
Buhumuliro  A,Kagadi_GAC,Buhumuriro,1053.6,37.0,5.875,60.0,120.0,,,,550.0,,,,,80.0,,2022
Kasozi,Kagadi_GAC,Buhumuriro,1095.0,67.0,3.5,20.0,,,,,,,,,,,,2022
Nyakashema_B,Kagadi_GAC,Nyakashema,1181.0,56.0,2.875,30.0,105.0,,,,105.0,,,15.0,,50.0,100.0,2022
Mukole,Kagadi_GAC,Buhumuriro,1072.2,38.0,1.875,60.0,120.0,,,,120.0,,,18.0,100.0,80.0,,2022
Namugongo A,Kagadi_GAC,Buhumuriro,1109.3,60.0,0.0,10.0,270.0,,,,260.0,,,,,,,2022
Nyakabingo_B,Kagadi_GAC,Nyakashema,1175.7,85.0,2.875,75.0,250.0,,30.0,,,,,,,80.0,,2022
Buhumuliro  A,Kagadi_GAC,Buhumuriro,1121.1,98.0,2.375,50.0,220.0,,,,,,,,,,,2022
Nyakabingo_A,Kagadi_GAC,Nyakashema,1197.0,65.0,3.25,30.0,,,,,145.0,,,,,,0.0,2022
Namugongo B,Kagadi_GAC,Buhumuriro,1003.2,70.0,4.0,15.0,300.0,,8.0,,150.0,,,10.0,220.0,40.0,,2022
Nyakabingo_B,Kagadi_GAC,Nyakashema,1181.4,71.0,4.875,50.0,220.0,,,,100.0,,,,,100.0,,2022
Buhumuliro  A,Kagadi_GAC,Buhumuriro,1123.1,43.0,4.875,75.0,120.0,,,,,,,,,100.0,,2022
Namugongo C,Kagadi_GAC,Buhumuriro,1113.6,46.0,1.4,60.0,120.0,,5.0,,180.0,,,,105.0,120.0,300.0,2022
Kagando,Kagadi_GAC,Yorodani,1079.3,67.0,4.0,40.0,270.0,,,,120.0,,,,100.0,120.0,300.0,2022
Kagando,Kagadi_GAC,Yorodani,1086.5,41.0,3.9999999999999996,40.0,120.0,,8.0,,180.0,,,4.0,,120.0,250.0,2022
Ndeeba_A,Kagadi,Ndeeba,1112.4,41.0,0.125,120.0,,,,,,,,,,,,2022
Kibuga_B,Kagadi,Ndeeba,1104.4,28.0,0.0,15.0,,,,,,,,,,,,2022
Kibuga_B,Kagadi,Ndeeba,1118.6,50.0,0.0,60.0,,,,,,,,,,,,2022
Kibuga_B,Kagadi,Ndeeba,1128.9,27.0,0.0,60.0,,,,,,,,,,,,2022
Kibanda_A,Kagadi,Ndeeba,1104.6,26.0,0.0,10.0,,,,,,,,,,,,2022
Kinaaba_B,Kagadi,Ndeeba,1101.2,22.0,0.25,60.0,,,,,,,,,,0.0,,2022
Kinaaba_A,Kagadi,Ndeeba,1135.6,21.0,0.125,60.0,,,,,85.0,,,,,,30.0,2022
Kibanda_B,Kagadi,Ndeeba,1056.9,77.0,0.25,30.0,,,,,,,,,,,50.0,2022
Kanyinya_Rugashari,Kagadi,Ndeeba,1103.4,36.0,1.0,50.0,,,,,130.0,,,,,,,2022
Kinaaba_A,Kagadi,Ndeeba,1095.1,34.0,0.0,30.0,,,,,105.0,,,,,,,2022
Ndeeba_A,Kagadi,Ndeeba,1112.2,44.0,0.0,60.0,,,,,95.0,,,,,,,2022
Kibuga_B,Kagadi,Ndeeba,1126.0,37.0,0.5,70.0,,,,,,,,,,,60.0,2022
Kibanda_TC,Kagadi,Ndeeba,1074.8,52.0,0.75,10.0,55.0,,,,60.0,,,,,8.0,,2022
