pre_village,pre_district,pre_cluster,GPS-Altitude,hhh_age,Land_size_agriculture,Time_to_collect_Water_for_Household_use_Minutes,Beans_total_yield,Irish_potatoes_total_yield,Cassava_total_yield,Sorghum_total_yield,Maize_total_yield,Millet_total_yield,Onions_total_yield,Sweet_potatoes_total_yield,Ground_Nuts_total_yield,Food_banana_total_yield,Coffee_total_yield,cohort
Kinaaba_A,Kagadi,Ndeeba,1099.4,52.0,0.25,35.0,75.0,,,,,,,,,,,2022
Kibanda_A,Kagadi,Ndeeba,1097.0,70.0,0.25,30.0,,,,,,,,,,,,2022
Kibuga_B,Kagadi,Ndeeba,1128.2,38.0,0.25,90.0,,,,,125.0,,,,,,,2022
Kibanda_A,Kagadi,Ndeeba,1082.9,98.0,0.25,60.0,,,,,,,,,,,,2022
Kasimbi,Kagadi,Ndeeba,1068.7,28.0,0.5,30.0,220.0,,,,50.0,,,,,0.0,0.0,2022
Kanyinya_Rugashari,Kagadi,Ndeeba,1104.7,56.0,0.75,40.0,,,,,180.0,,,,,,0.0,2022
Kanyinya_Rugashari,Kagadi,Ndeeba,1108.6,32.0,0.5,30.0,,,,,,,,,,,,2022
Kibanda_B,Kagadi,Ndeeba,1062.4,29.0,0.25,30.0,,,,,,,,,,,,2022
Kibanda_B,Kagadi,Ndeeba,1065.2,50.0,0.0,50.0,160.0,,,,100.0,,,,,,,2022
Kinaaba_B,Kagadi,Ndeeba,1096.4,90.0,0.25,20.0,,,,,,,,,,5.0,,2022
Kinaaba_A,Kagadi,Ndeeba,1109.3,35.0,0.0,30.0,110.0,,,,110.0,,,,,,,2022
Kinaaba_A,Kagadi,Ndeeba,1082.8,66.0,2.75,30.0,105.0,,,,125.0,,,,,,,2022
Kibanda_B,Kagadi,Ndeeba,1048.8,33.0,0.15,40.0,,,,,,,,,,,,2022
Kanyinya_Rugashari,Kagadi,Ndeeba,1104.7,90.0,0.375,40.0,90.0,,,,,,,,,,,2022
Karama_Kinaaba,Kagadi,Ndeeba,1107.3,80.0,0.5,30.0,75.0,,,,70.0,,,,,,,2022
Kinaaba_B,Kagadi,Ndeeba,1097.3,54.0,1.5,40.0,190.0,,,,95.0,,,,,10.0,,2022
Kanyinya_Rugashari,Kagadi,Ndeeba,1117.1,48.0,0.25,50.0,180.0,,,,,,,,,5.0,,2022
Kanyinya_Rugashari,Kagadi,Ndeeba,1096.6,52.0,1.75,40.0,95.0,,,,130.0,,,,,0.0,,2022
Kinaaba_B,Kagadi,Ndeeba,1110.4,40.0,0.0,40.0,,,,,,,,,,,,2022
Ndeeba_B,Kagadi,Ndeeba,1104.9,37.0,0.0,60.0,135.0,,,,95.0,,,,,,,2022
Kinaaba_B,Kagadi,Ndeeba,1103.2,35.0,0.0,40.0,120.0,,,,100.0,,,,,0.0,,2022
Ndeeba_B,Kagadi,Ndeeba,1061.1,29.0,0.0,60.0,,,,,,,,,,,,2022
Kibuga_A,Kagadi,Ndeeba,1105.4,90.0,0.75,30.0,63.0,,,,75.0,,,,,30.0,,2022
Ndeeba_B,Kagadi,Ndeeba,1125.5,40.0,0.5,60.0,,,,,,,,,,15.0,,2022
Kanyinya_Rugashari,Kagadi,Ndeeba,1127.1,62.0,0.0,100.0,,,,,,,,,,,,2022
Kibanda_A,Kagadi,Ndeeba,1086.6,23.0,0.25,30.0,,,,,145.0,,,,,,100.0,2022
Kinaaba_B,Kagadi,Ndeeba,1125.5,40.0,0.25,50.0,125.0,,,,190.0,,,,,,,2022
Kasimbi,Kagadi,Ndeeba,1077.0,50.0,0.2,70.0,,,,,,,,,,,10.0,2022
Karama_Kinaaba,Kagadi,Ndeeba,1102.4,22.0,1.0,80.0,149.0,,,,175.0,,,,,5.0,,2022
Kinaaba_B,Kagadi,Ndeeba,1105.7,37.0,0.25,70.0,,,,,,,,,,,,2022
Kibanda_B,Kagadi,Ndeeba,1033.6,32.0,0.25,30.0,90.0,,,,,,,,,,0.0,2022
Kibanda_B,Kagadi,Ndeeba,1068.5,21.0,0.0,30.0,160.0,,,,100.0,,,,,,,2022
Kibanda_B,Kagadi,Ndeeba,1050.3,48.0,0.25,40.0,160.0,,,,,,,,,,,2022
Kibanda_TC,Kagadi,Ndeeba,1057.7,36.0,0.0,40.0,150.0,,,,,,,,,,,2022
Kinaaba_B,Kagadi,Ndeeba,1099.3,65.0,1.5,30.0,170.0,,,,,,,,,10.0,,2022
Kibanda_B,Kagadi,Ndeeba,1061.6,24.0,0.75,40.0,150.0,,,,,,,,,50.0,,2022
Ndeeba_A,Kagadi,Ndeeba,1116.8,54.0,1.25,120.0,35.0,,,,,,,,,3.0,0.0,2022
Kibanda_B,Kagadi,Ndeeba,1020.3,27.0,0.25,30.0,,,,,,,,,,,,2022
Ndeeba_A,Kagadi,Ndeeba,1048.7,69.0,0.25,25.0,160.0,,,,,,,,,,,2022
Ndeeba_A,Kagadi,Ndeeba,1055.3,37.0,0.75,30.0,230.0,,,,,,,,,,,2022
Kasimbi,Kagadi,Ndeeba,1074.0,33.0,0.5,20.0,140.0,,,,180.0,,,,70.0,0.0,,2022
Kinaaba_A,Kagadi,Ndeeba,1111.2,21.0,0.5,60.0,,,,,,,,,,,,2022
Ndeeba_A,Kagadi,Ndeeba,1118.2,45.0,0.0,60.0,150.0,,,,125.0,,,,,,,2022
Kibuga_A,Kagadi,Ndeeba,1100.3,48.0,0.5,20.0,240.0,,,,,,,,,,,2022
Kibanda_A,Kagadi,Ndeeba,1083.9,50.0,0.0,5.0,,,,,,,,,,,,2022
Kibanda_TC,Kagadi,Ndeeba,1040.9,52.0,0.5,15.0,150.0,,,,,,,,,,,2022
Ndeeba_A,Kagadi,Ndeeba,1117.7,33.0,1.0,40.0,90.0,,,,,,,,,,0.0,2022
Kinaaba_B,Kagadi,Ndeeba,1101.8,75.0,0.5,40.0,170.0,,,,133.0,,,,,20.0,0.0,2022
Kinaaba_B,Kagadi,Ndeeba,1106.2,45.0,0.25,30.0,260.0,,,,105.0,,,,,,,2022
Karama_Kinaaba,Kagadi,Ndeeba,1093.8,40.0,0.0,60.0,152.0,,,,205.0,,,,,,,2022
Ndeeba_B,Kagadi,Ndeeba,1047.0,23.0,0.0,60.0,166.0,,,,,,,,,,,2022
Ndeeba_A,Kagadi,Ndeeba,1111.1,24.0,0.5,120.0,70.0,,,,220.0,,,,,,,2022
Karama_Kinaaba,Kagadi,Ndeeba,1104.2,70.0,0.0,60.0,95.0,,,,140.0,,,,,,,2022
Kinaaba_B,Kagadi,Ndeeba,1092.5,71.0,0.25,30.0,185.0,,,,130.0,,,,,,0.0,2022
Kasimbi,Kagadi,Ndeeba,1068.7,46.0,0.5,20.0,100.0,,,,,,,,,,30.0,2022
Kinaaba_B,Kagadi,Ndeeba,1095.1,24.0,0.25,60.0,,,,,,,,,150.0,,0.0,2022
Ndeeba_A,Kagadi,Ndeeba,1113.7,25.0,0.0,30.0,200.0,,,,140.0,,,,,,,2022
Kibanda_B,Kagadi,Ndeeba,1053.7,47.0,1.75,30.0,290.0,,,,175.0,,,,,,,2022
Kibuga_A,Kagadi,Ndeeba,1061.7,36.0,3.0,60.0,145.0,,,,110.0,,,,,25.0,0.0,2022
Kinaaba_A,Kagadi,Ndeeba,1104.8,74.0,0.25,40.0,,,,,155.0,,,,,,60.0,2022
Kibuga_B,Kagadi,Ndeeba,1110.8,28.0,0.0,30.0,,,,,,,,,,,,2022
Kibanda_A,Kagadi,Ndeeba,1079.3,76.0,0.5,60.0,90.0,,,,85.0,,,,,5.0,,2022
Ndeeba_B,Kagadi,Ndeeba,1098.3,42.0,1.5,25.0,105.0,,,,135.0,,,,,45.0,,2022
Kanyinya_Rugashari,Kagadi,Ndeeba,1109.8,48.0,0.125,40.0,230.0,,,,140.0,,,,,,0.0,2022
Kasimbi,Kagadi,Ndeeba,1069.8,40.0,0.75,40.0,,,,,,,,,,0.0,0.0,2022
Kibanda_A,Kagadi,Ndeeba,1100.9,40.0,1.5,10.0,140.0,,,,,,,,,60.0,,2022
Kinaaba_B,Kagadi,Ndeeba,1107.0,50.0,1.5,40.0,275.0,,,,180.0,,,,,5.0,,2022
Ndeeba_B,Kagadi,Ndeeba,1084.8,28.0,0.25,60.0,79.0,,,,130.0,,,,,,,2022
Kibanda_B,Kagadi,Ndeeba,1017.8,43.0,0.625,30.0,220.0,,,,,,,,,,100.0,2022
Karama_Kinaaba,Kagadi,Ndeeba,1097.9,64.0,0.25,40.0,200.0,,,,175.0,,,6.0,,,,2022
Kinaaba_B,Kagadi,Ndeeba,1099.7,49.0,1.5,60.0,,,,,110.0,,,,,,80.0,2022
Kibanda_B,Kagadi,Ndeeba,1071.5,48.0,0.0,50.0,110.0,,,,130.0,,,,,,,2022
Kibuga_A,Kagadi,Ndeeba,1106.2,43.0,0.25,30.0,162.0,,,,150.0,,,,,,,2022
Ndeeba_B,Kagadi,Ndeeba,1061.1,35.0,0.25,60.0,145.0,,,,160.0,,,,,,,2022
Kibuga_B,Kagadi,Ndeeba,1125.2,44.0,0.0,4.0,,,,,,,,,,,,2022
Kanyinya_Rugashari,Kagadi,Ndeeba,1122.8,41.0,1.75,40.0,85.0,,,,120.0,,,,,,,2022
Kibuga_B,Kagadi,Ndeeba,1109.0,22.0,0.0,30.0,,,,,,,,,,0.0,,2022
Kibanda_A,Kagadi,Ndeeba,1073.6,39.0,0.25,60.0,95.0,,,,,,,,,,,2022
Kibanda_A,Kagadi,Ndeeba,1089.5,40.0,1.25,60.0,100.0,,,,155.0,,,,45.0,10.0,10.0,2022
Kibanda_B,Kagadi,Ndeeba,1053.7,70.0,0.25,40.0,,,,,,,,,,,,2022
Karama_Kinaaba,Kagadi,Ndeeba,1098.9,33.0,0.5,40.0,175.0,,,,260.0,,,,,10.0,,2022
Kibanda_TC,Kagadi,Ndeeba,1051.6,37.0,0.0,30.0,85.0,,,,125.0,,,,,,,2022
Kinaaba_A,Kagadi,Ndeeba,1107.2,38.0,0.125,50.0,,,,,130.0,,,,,,,2022
Kinaaba_A,Kagadi,Ndeeba,1073.9,67.0,2.0,15.0,112.0,,,,,,,,,,,2022
Kanyinya_Rugashari,Kagadi,Ndeeba,1128.3,43.0,1.25,60.0,260.0,,,,120.0,,,,,,,2022
Kibuga_B,Kagadi,Ndeeba,1109.6,30.0,0.25,60.0,,,,,,,,,,,,2022
Kibanda_A,Kagadi,Ndeeba,1080.3,31.0,0.5,60.0,70.0,,,,,,,,,5.0,,2022
Kibanda_A,Kagadi,Ndeeba,1119.5,67.0,0.0,1.0,70.0,,,,120.0,,,,,,,2022
Kibuga_B,Kagadi,Ndeeba,1131.8,40.0,0.25,60.0,,,,,,,,,,,,2022
Kibanda_B,Kagadi,Ndeeba,1051.5,30.0,0.0,40.0,100.0,,,,,,,,,,,2022
Kinaaba_B,Kagadi,Ndeeba,1114.3,34.0,0.225,30.0,80.0,,,,230.0,,,,,,,2022
Kibuga_B,Kagadi,Ndeeba,1120.2,42.0,0.25,60.0,175.0,,,,,,,,,,,2022
Kanyinya_Rugashari,Kagadi,Ndeeba,1117.1,65.0,0.25,40.0,150.0,,,,155.0,,,,,,,2022
Kibanda_TC,Kagadi,Ndeeba,1077.7,38.0,0.25,20.0,155.0,,,,,,,,,,20.0,2022
Kibuga_A,Kagadi,Ndeeba,1218.8,35.0,0.25,30.0,110.0,,,,165.0,,,,,,0.0,2022
Kibuga_A,Kagadi,Ndeeba,1098.2,63.0,0.75,60.0,210.0,,6.0,,,,,,160.0,30.0,,2022
Kanyinya_Rugashari,Kagadi,Ndeeba,1113.0,45.0,1.25,60.0,,,,,180.0,,,,,,,2022
Kibanda_A,Kagadi,Ndeeba,1070.5,26.0,0.25,30.0,90.0,,,,,,,,,80.0,20.0,2022
Ndeeba_A,Kagadi,Ndeeba,1055.1,55.0,0.5,30.0,,,,,,,,,,,,2022
Kinaaba_A,Kagadi,Ndeeba,1093.5,44.0,1.0,50.0,130.0,,,,145.0,,,,,,,2022
Kanyinya_Rugashari,Kagadi,Ndeeba,1107.2,58.0,0.25,40.0,90.0,,,,120.0,,,,,15.0,0.0,2022
Kanyinya_Rugashari,Kagadi,Ndeeba,1091.5,25.0,0.25,30.0,115.0,,,,90.0,,,,,5.0,,2022
Kinaaba_A,Kagadi,Ndeeba,1105.3,56.0,0.25,30.0,,,,,,,,,,,,2022
Kasimbi,Kagadi,Ndeeba,1077.4,60.0,1.75,20.0,165.0,,7.0,,115.0,,,4.0,,,70.0,2022
Ndeeba_B,Kagadi,Ndeeba,1075.5,40.0,0.25,60.0,120.0,,,,140.0,,,,,,,2022
Karama_Kinaaba,Kagadi,Ndeeba,1107.1,37.0,0.5,60.0,140.0,,,,,,,,,,,2022
Kasimbi,Kagadi,Ndeeba,1068.7,38.0,0.375,120.0,150.0,,,,,,,,,,,2022
Kibuga_A,Kagadi,Ndeeba,1105.4,56.0,0.75,55.0,,,,,220.0,,,,,25.0,,2022
Kinaaba_B,Kagadi,Ndeeba,1107.5,50.0,0.25,10.0,80.0,,,,145.0,,,,290.0,,,2022
Ndeeba_A,Kagadi,Ndeeba,1132.5,71.0,2.0,60.0,240.0,,,,200.0,,,,,,90.0,2022
Ndeeba_B,Kagadi,Ndeeba,1109.1,53.0,0.25,30.0,130.0,,10.0,,130.0,,,,,,0.0,2022
Kinaaba_A,Kagadi,Ndeeba,1111.1,62.0,1.0,50.0,170.0,,,,130.0,,,4.0,,,90.0,2022
Kinaaba_B,Kagadi,Ndeeba,1107.8,50.0,0.75,40.0,265.0,,,,150.0,,,,,,,2022
Ndeeba_B,Kagadi,Ndeeba,1060.0,65.0,1.25,10.0,135.0,,,,80.0,,,,,25.0,,2022
Kasimbi,Kagadi,Ndeeba,1068.8,24.0,0.2,40.0,145.0,,,,145.0,,,,,,0.0,2022
Kibanda_A,Kagadi,Ndeeba,1080.3,35.0,0.5,30.0,,,,,,,,,,60.0,,2022
Kibanda_TC,Kagadi,Ndeeba,1058.2,56.0,0.75,10.0,240.0,,,,175.0,,,,,15.0,,2022
Kinaaba_A,Kagadi,Ndeeba,1115.2,53.0,1.0,60.0,,,,,105.0,,,,,,,2022
Kibuga_B,Kagadi,Ndeeba,1120.9,68.0,0.8,80.0,,,,,,,,,,,,2022
Kanyinya_Rugashari,Kagadi,Ndeeba,1104.7,56.0,1.0,20.0,115.0,,,,140.0,,,,,,100.0,2022
Kibanda_A,Kagadi,Ndeeba,1079.4,55.0,0.75,60.0,90.0,,,,115.0,,,,,10.0,,2022
Karama_Kinaaba,Kagadi,Ndeeba,1122.2,73.0,0.5,40.0,190.0,,,,125.0,,,6.0,,,,2022
Ndeeba_B,Kagadi,Ndeeba,1115.6,35.0,0.75,15.0,115.0,,,,175.0,,,,,20.0,,2022
Kanyinya_Rugashari,Kagadi,Ndeeba,1112.9,45.0,1.75,120.0,,,,,,,,,,,,2022
Karama_Kinaaba,Kagadi,Ndeeba,1093.8,48.0,0.25,60.0,188.0,,,,,,,1.5,,,,2022
Kanyinya_Rugashari,Kagadi,Ndeeba,1100.1,22.0,0.0,40.0,,,,,170.0,,,,,0.0,,2022
Karama_Kinaaba,Kagadi,Ndeeba,1107.9,40.0,0.75,50.0,135.0,8.0,,,135.0,,,,,0.0,,2022
Karama_Kinaaba,Kagadi,Ndeeba,1205.8,28.0,0.75,40.0,165.0,,,,145.0,,,,,,,2022
Ndeeba_B,Kagadi,Ndeeba,1062.2,55.0,1.5,85.0,125.0,,,,270.0,,,,,10.0,,2022
Ndeeba_B,Kagadi,Ndeeba,1059.9,36.0,0.5,60.0,163.0,,,,95.0,,,,,,,2022
Kibanda_B,Kagadi,Ndeeba,1051.9,39.0,1.0,40.0,170.0,,,,,,,,,,60.0,2022
Kinaaba_A,Kagadi,Ndeeba,1114.9,37.0,1.0,40.0,,,,,100.0,,,,230.0,,20.0,2022
Kibanda_TC,Kagadi,Ndeeba,1063.0,24.0,0.5,30.0,170.0,,,,130.0,,,,,15.0,,2022
Kasimbi,Kagadi,Ndeeba,1072.3,70.0,0.9,40.0,120.0,,,,85.0,,,,,38.0,30.0,2022
Ndeeba_A,Kagadi,Ndeeba,1113.5,50.0,0.25,120.0,160.0,,,,,,,,300.0,30.0,,2022
Kibanda_TC,Kagadi,Ndeeba,1079.0,43.0,1.0,80.0,95.0,,,,105.0,,,,,60.0,,2022
Kasimbi,Kagadi,Ndeeba,1075.4,23.0,0.25,50.0,120.0,,,,150.0,,,,,,40.0,2022
Kibanda_B,Kagadi,Ndeeba,1059.5,28.0,0.125,30.0,180.0,,,,,,,,,,,2022
Karama_Kinaaba,Kagadi,Ndeeba,1110.7,38.0,0.25,60.0,122.0,,,,180.0,,,,,,,2022
Kibanda_TC,Kagadi,Ndeeba,1056.8,54.0,1.0,10.0,225.0,,,,95.0,,,,,35.0,,2022
Kanyinya_Rugashari,Kagadi,Ndeeba,1091.2,64.0,1.5,20.0,130.0,,,,100.0,,,,,,,2022
Kanyinya_Rugashari,Kagadi,Ndeeba,1120.7,61.0,1.0,40.0,235.0,,,,,,,,,,0.0,2022
Kanyinya_Rugashari,Kagadi,Ndeeba,1097.6,52.0,1.0,60.0,150.0,,,,,,,,,60.0,50.0,2022
Kibanda_TC,Kagadi,Ndeeba,1060.9,42.0,1.25,10.0,195.0,,,,,,,,,30.0,,2022
Kibanda_A,Kagadi,Ndeeba,1092.1,59.0,1.25,60.0,105.0,,,,155.0,,,,,2.0,20.0,2022
Kibuga_A,Kagadi,Ndeeba,1071.1,43.0,0.5,30.0,178.0,,,,,,,,,,50.0,2022
Ndeeba_A,Kagadi,Ndeeba,1108.5,33.0,1.75,240.0,125.0,,,,,,,,,5.0,0.0,2022
Ndeeba_A,Kagadi,Ndeeba,1029.7,35.0,1.0,20.0,85.0,,,,130.0,,,,,50.0,0.0,2022
Kibuga_B,Kagadi,Ndeeba,1120.2,38.0,0.25,60.0,164.0,,,,,,,,,0.0,,2022
Kibuga_A,Kagadi,Ndeeba,1105.8,55.0,0.5,70.0,105.0,,,,115.0,,,,,0.0,,2022
Kibanda_TC,Kagadi,Ndeeba,1076.0,30.0,1.25,30.0,150.0,,,,,,,,,25.0,,2022
Kasimbi,Kagadi,Ndeeba,1082.1,53.0,0.75,30.0,175.0,,9.0,,105.0,,,4.0,65.0,40.0,60.0,2022
Kibanda_TC,Kagadi,Ndeeba,1066.6,22.0,0.75,30.0,180.0,,,,,,,,,,,2022
Kanyinya_Rugashari,Kagadi,Ndeeba,1111.9,90.0,0.25,120.0,200.0,,,,,,,,,,60.0,2022
Kibanda_B,Kagadi,Ndeeba,1048.9,27.0,0.125,40.0,210.0,,,,,,,,,20.0,,2022
Kibanda_TC,Kagadi,Ndeeba,1063.4,26.0,0.5,30.0,70.0,,,,185.0,,,,,,,2022
Karama_Kinaaba,Kagadi,Ndeeba,1099.9,36.0,0.5,50.0,220.0,,,,140.0,,,,170.0,,,2022
Kibuga_B,Kagadi,Ndeeba,1114.3,65.0,4.0,90.0,275.0,,,,145.0,,,,,,,2022
Kibuga_A,Kagadi,Ndeeba,1104.8,54.0,0.25,12.0,255.0,,,,170.0,,,,,,,2022
Kibanda_A,Kagadi,Ndeeba,1075.1,75.0,0.75,30.0,115.0,,,,115.0,,,,,,,2022
Kanyinya_Rugashari,Kagadi,Ndeeba,1110.8,58.0,0.8,45.0,65.0,,,,,,,,,50.0,50.0,2022
Kibuga_A,Kagadi,Ndeeba,1093.7,60.0,0.25,20.0,125.0,,10.0,,95.0,,,8.0,115.0,,,2022
Kinaaba_B,Kagadi,Ndeeba,1105.7,44.0,0.0,60.0,135.0,,,,110.0,,,,,,,2022
Kibuga_A,Kagadi,Ndeeba,1104.3,52.0,1.25,60.0,205.0,,,,305.0,,,,,25.0,,2022
Ndeeba_A,Kagadi,Ndeeba,1051.6,23.0,0.25,20.0,,,,,115.0,,,,,60.0,,2022
Kibuga_A,Kagadi,Ndeeba,1081.3,50.0,1.5,60.0,110.0,,,,145.0,,,,,0.0,,2022
Kinaaba_A,Kagadi,Ndeeba,1099.7,42.0,1.0,60.0,120.0,,,,,,,,,50.0,,2022
Kibanda_A,Kagadi,Ndeeba,1084.5,28.0,1.0,60.0,140.0,,,,160.0,,,,70.0,12.0,60.0,2022
Kibuga_B,Kagadi,Ndeeba,1131.6,38.0,0.5,60.0,60.0,,,,130.0,,,,110.0,,,2022
Ndeeba_A,Kagadi,Ndeeba,1099.2,40.0,1.75,120.0,150.0,,,,80.0,,,,,10.0,,2022
Ndeeba_B,Kagadi,Ndeeba,1072.8,22.0,0.5,30.0,265.0,,,,115.0,,,,,38.0,,2022
Ndeeba_B,Kagadi,Ndeeba,1063.2,50.0,2.0,90.0,165.0,,,,270.0,,,,,25.0,50.0,2022
Kibanda_A,Kagadi,Ndeeba,1103.3,57.0,0.75,12.0,130.0,,,,140.0,,,,,,,2022
Kibanda_TC,Kagadi,Ndeeba,1040.9,24.0,0.375,20.0,260.0,,,,,,,,,,,2022
Kibanda_TC,Kagadi,Ndeeba,1067.3,50.0,0.625,40.0,125.0,,,,,,,,240.0,,,2022
Kibuga_A,Kagadi,Ndeeba,1090.0,55.0,0.25,45.0,,,,,130.0,,,,,25.0,,2022
Kinaaba_B,Kagadi,Ndeeba,1101.7,40.0,0.25,60.0,190.0,,,,160.0,,,,,20.0,,2022
Ndeeba_B,Kagadi,Ndeeba,1064.3,60.0,4.0,80.0,207.0,,,,130.0,,,,,30.0,,2022
Karama_Kinaaba,Kagadi,Ndeeba,1100.3,39.0,0.75,30.0,170.0,,,,155.0,,,,,20.0,,2022
Ndeeba_B,Kagadi,Ndeeba,1124.1,34.0,2.0,7.0,241.0,,,,150.0,,,,,10.0,,2022
Kinaaba_B,Kagadi,Ndeeba,1124.4,51.0,0.0,60.0,110.0,,,,,,,,,,,2022
Ndeeba_B,Kagadi,Ndeeba,1063.0,37.0,0.75,60.0,205.0,,,,235.0,,,,,,,2022
Kinaaba_A,Kagadi,Ndeeba,1111.7,39.0,0.75,80.0,95.0,,,,150.0,,,,,,70.0,2022
Kibanda_A,Kagadi,Ndeeba,1097.0,40.0,0.25,120.0,,,,,,,,,,80.0,100.0,2022
Ndeeba_B,Kagadi,Ndeeba,1066.3,45.0,1.5,30.0,145.0,,,,160.0,,,,,35.0,,2022
Kibanda_A,Kagadi,Ndeeba,1085.8,27.0,0.25,30.0,,,,,,,,,,100.0,,2022
Karama_Kinaaba,Kagadi,Ndeeba,1093.4,56.0,0.5,45.0,145.0,,,,140.0,,,7.0,,,,2022
Kibuga_B,Kagadi,Ndeeba,1133.8,38.0,0.3,80.0,80.0,,,,125.0,,,,,30.0,,2022
Kibuga_A,Kagadi,Ndeeba,1104.8,50.0,0.5,15.0,110.0,,10.0,,85.0,,,,,15.0,,2022
Kibanda_A,Kagadi,Ndeeba,1099.1,42.0,1.5,20.0,200.0,,,,,,,,,20.0,,2022
Kanyinya_Rugashari,Kagadi,Ndeeba,1107.0,40.0,0.0,40.0,,,,,110.0,,,,,,,2022
Kibanda_TC,Kagadi,Ndeeba,1073.8,36.0,0.5,30.0,140.0,,,,110.0,,,,45.0,10.0,,2022
Kibuga_A,Kagadi,Ndeeba,1085.0,35.0,0.0,30.0,180.0,,,,170.0,,,,,,,2022
Kibuga_A,Kagadi,Ndeeba,1111.4,44.0,4.0,75.0,95.0,,,,145.0,,,,,,,2022
Kibanda_A,Kagadi,Ndeeba,1071.5,81.0,2.5,30.0,230.0,,,,,,,,,80.0,60.0,2022
Kibanda_TC,Kagadi,Ndeeba,1069.4,62.0,0.0,40.0,190.0,,,,105.0,,,,,,,2022
Ndeeba_B,Kagadi,Ndeeba,1057.1,53.0,0.75,20.0,130.0,,,,180.0,350.0,,,,,0.0,2022
Ndeeba_B,Kagadi,Ndeeba,1114.1,37.0,3.0,70.0,185.0,,,,135.0,,,,,30.0,80.0,2022
Kibuga_B,Kagadi,Ndeeba,1118.5,36.0,0.0,60.0,265.0,,,,130.0,,,,,,,2022
Karama_Kinaaba,Kagadi,Ndeeba,1090.1,38.0,1.0,30.0,265.0,,,,140.0,,,,,,,2022
Kibuga_A,Kagadi,Ndeeba,1115.4,40.0,0.0,30.0,210.0,,8.0,,125.0,,,5.0,140.0,28.0,,2022
Kinaaba_A,Kagadi,Ndeeba,1063.1,43.0,0.0,40.0,,,,,180.0,,,,,,,2022
Kinaaba_B,Kagadi,Ndeeba,1109.1,40.0,0.25,50.0,125.0,,,,135.0,,,,,7.0,,2022
Kinaaba_B,Kagadi,Ndeeba,1071.9,40.0,0.25,30.0,135.0,,,,120.0,,,,,8.0,0.0,2022
Kibuga_B,Kagadi,Ndeeba,1115.4,39.0,0.0,30.0,160.0,,,,130.0,,,,,20.0,,2022
Kinaaba_B,Kagadi,Ndeeba,1114.9,62.0,2.0,45.0,265.0,,,,145.0,,,,,,100.0,2022
Kibanda_TC,Kagadi,Ndeeba,1063.4,35.0,1.25,10.0,250.0,,,,225.0,,,,,20.0,,2022
Kinaaba_A,Kagadi,Ndeeba,1103.9,56.0,0.5,40.0,110.0,,,,85.0,,,,,50.0,50.0,2022
Kibuga_B,Kagadi,Ndeeba,1117.1,46.0,3.0,30.0,105.0,,5.0,,,,,3.0,120.0,30.0,,2022
Karama_Kinaaba,Kagadi,Ndeeba,1088.3,60.0,3.0,75.0,210.0,,,,110.0,,,,,50.0,,2022
Ndeeba_A,Kagadi,Ndeeba,1115.4,44.0,0.75,180.0,135.0,,,,130.0,,,,,10.0,80.0,2022
Kasimbi,Kagadi,Ndeeba,1084.3,53.0,0.5,30.0,60.0,,6.5,,125.0,,,2.25,,30.0,50.0,2022
Kanyinya_Rugashari,Kagadi,Ndeeba,1106.2,52.0,0.5,30.0,80.0,,,100.0,100.0,,,,,100.0,90.0,2022
Kinaaba_A,Kagadi,Ndeeba,1084.5,45.0,0.5,50.0,120.0,,,,145.0,,,,,,,2022
Kibuga_B,Kagadi,Ndeeba,1092.9,42.0,0.25,45.0,165.0,,,,90.0,,,,,5.0,,2022
Kasimbi,Kagadi,Ndeeba,1075.2,30.0,2.75,20.0,150.0,,7.0,,140.0,,,3.0,,30.0,60.0,2022
Karama_Kinaaba,Kagadi,Ndeeba,1089.6,60.0,3.0,80.0,100.0,,3.0,,155.0,,,,,25.0,100.0,2022
Kibuga_A,Kagadi,Ndeeba,1111.6,55.0,1.5,40.0,215.0,,,,135.0,,,,,42.0,60.0,2022
Kibuga_A,Kagadi,Ndeeba,1107.4,33.0,1.0,60.0,145.0,,,,175.0,,,,,40.0,,2022
Kinaaba_A,Kagadi,Ndeeba,1079.9,35.0,1.0,40.0,120.0,,,,90.0,,,,,0.0,,2022
Kibuga_A,Kagadi,Ndeeba,1109.4,35.0,0.5,2.0,140.0,,,,,,,,320.0,,,2022
Ndeeba_A,Kagadi,Ndeeba,1099.7,40.0,1.25,120.0,180.0,,,,,,,3.0,,,15.0,2022
Kibanda_TC,Kagadi,Ndeeba,1082.8,87.0,0.8,40.0,180.0,,,,130.0,,,,,10.0,90.0,2022
Kibuga_A,Kagadi,Ndeeba,1111.3,42.0,1.5,60.0,140.0,,,,135.0,,,,,50.0,,2022
Kibanda_TC,Kagadi,Ndeeba,1051.3,37.0,0.25,40.0,200.0,,,,100.0,,,,,50.0,60.0,2022
Karama_Kinaaba,Kagadi,Ndeeba,1105.7,47.0,7.0,60.0,115.0,,,,145.0,,,,,150.0,100.0,2022
Kibuga_A,Kagadi,Ndeeba,1105.2,35.0,3.0,80.0,255.0,,,,145.0,,,,130.0,22.0,0.0,2022
Kasimbi,Kagadi,Ndeeba,1077.7,37.0,0.75,30.0,145.0,,7.0,,,,,3.0,,100.0,70.0,2022
Karama_Kinaaba,Kagadi,Ndeeba,1102.4,19.0,0.5,30.0,125.0,,,,230.0,,,,,15.0,,2022
