pre_village,GPS-Altitude,hhh_age,Land_size_agriculture,Time_to_collect_Water_for_Household_use_Minutes,Beans_total_yield,Irish_potatoes_total_yield,Cassava_total_yield,Sorghum_total_yield,Maize_total_yield,Millet_total_yield,Onions_total_yield,Sweet_potatoes_total_yield,Ground_Nuts_total_yield,Food_banana_total_yield,Coffee_total_yield,cohort
Rwanja,1630.125,49.166666666666664,0.815,39.166666666666664,65.0,,,,,,,2.0,,25.0,,2022.0
Rwanyabuzana,1521.0166666666667,52.0,1.6624999999999999,19.5,,,,,,,,,,35.0,4.0,2022.0
Rwaseyeza,2154.627272727273,51.81818181818182,1.209090909090909,127.72727272727273,139.44444444444446,9.5,,,,,,14.0,,,,2022.0
Rwemicheka,1055.6433333333332,45.4,1.28,30.833333333333332,128.23809523809524,,5.375,,110.0,,,,110.0,118.5,142.5,2022.0
Rwengoha,1561.4333333333334,35.416666666666664,0.8958333333333334,32.083333333333336,116.25,,,,475.0,,,,,54.083333333333336,0.0,2022.0
Rwenkuba,794.475,49.5,1.6083333333333334,44.583333333333336,100.375,,5.3,,45.44444444444444,,,9.363636363636363,,50.0,104.0,2022.0
Rwonyo,1693.625,45.75,1.25,25.583333333333332,172.5,,,,,175.0,,,,48.5,43.0,2022.0
Ryakashara,2025.0333333333335,58.0,1.1541666666666668,36.666666666666664,304.1666666666667,20.0,,226.66666666666666,,,,10.0,,12.428571428571429,,2022.0
Sayuni,1364.9333333333334,49.5,2.6125000000000003,64.16666666666667,128.5,23.200000000000003,15.0,,248.1,,,33.233333333333334,,17.5,6.5,2022.0
Shebeya_1,2327.48,54.0,0.32,142.2,83.0,6.0,,,,,,3.1,,2.6666666666666665,,2022.0
Shebeya_2,2331.836363636364,52.45454545454545,0.4065,166.36363636363637,104.33333333333333,,,,,,,9.0,,,,2022.0
Shogashoga,141.04166666666666,49.25,1.14625,26.416666666666668,63.8,,,,,,,3.5,,75.71428571428571,36.0,2022.0
Wamusuta,1052.4266666666667,43.63333333333333,1.5185185185185186,28.966666666666665,23.0,,24.857142857142858,,161.3913043478261,115.0,,9.5,,63.875,,2022.0
Yorodani A,1150.4583333333333,43.833333333333336,1.3125,71.66666666666667,326.4,,,,241.6,,,,,10.0,0.0,2022.0
