pre_village,Agriculture Value (USD),pre_district
Kibimbiri,494.05405405405406,Kanungu
Nyebinga,131.8918918918919,Kanungu
Runyinya,156.21621621621622,Kanungu
Kara-Rwemirama,323.7837837837838,Kanungu
Nyebinga,362.1621621621622,Kanungu
Rubi-Kajubwe,356.7567567567568,Kanungu
Bweramaana,378.05405405405406,Kanungu
Rurama_Nkunda,389.18918918918916,Kanungu
Ibambiro,0.0,Kanungu
Bush-Kajumo,515.5405405405405,Kanungu
Rubi-Ruheza,97.29729729729729,Kanungu
Bush-Kajumo,577.7027027027027,Kanungu
Bush-Katwa,321.8918918918919,Kanungu
Bush-Mugongo,397.56756756756755,Kanungu
Runyinya,223.1081081081081,Kanungu
Kazuru,200.8918918918919,Kanungu
Kara-Bujengwe,707.7837837837837,Kanungu
Bush-Mugongo,137.56756756756758,Kanungu
Ibambiro,716.2162162162163,Kanungu
Bush-Bushura,391.8918918918919,Kanungu
Rubi-Kitunga,195.94594594594594,Kanungu
Kyakatarangi,205.40540540540542,Kanungu
Rubi-Bukono,489.18918918918916,Kanungu
Bush-Katwa,386.35135135135135,Kanungu
Tukundane,515.6756756756756,Kanungu
Kara-Kagoma,466.2162162162162,Kanungu
Rwerere B,305.4054054054054,Kanungu
Rwerere B,171.21621621621622,Kanungu
Bush-Kajumo,143.24324324324326,Kanungu
Kara-Nshangi,433.13513513513516,Kanungu
Yeruzaremu,422.43243243243245,Kanungu
Bush-Mutojo,640.8108108108108,Kanungu
Yeruzaremu,753.6486486486486,Kanungu
Kyakatarangi,526.2162162162163,Kanungu
Rwerere,733.918918918919,Kanungu
Nyarutembe A,175.67567567567568,Kanungu
Bush-Ahabutaare,389.18918918918916,Kanungu
Kazinga,427.02702702702703,Kanungu
Rubi-Kajubwe,535.027027027027,Kanungu
Kazinga,677.8378378378378,Kanungu
Nkunda,275.6756756756757,Kanungu
Rubi-Kasoni,559.4594594594595,Kanungu
Rubi-Kitunga,469.72972972972974,Kanungu
Rubi-Kashaki,774.0540540540541,Kanungu
Bush-Bushura,417.43243243243245,Kanungu
Kazinga,564.3243243243244,Kanungu
Ibambiro,733.7837837837837,Kanungu
Rubi-Bukono,647.972972972973,Kanungu
Bush-Kajumo,333.7837837837838,Kanungu
Rwerere A,32.432432432432435,Kanungu
Bush-Ahabutaare,664.8648648648649,Kanungu
Kyakatarangi,441.6216216216216,Kanungu
Kibimbiri,304.13513513513516,Kanungu
Kara-Ntengyere,517.8378378378378,Kanungu
Bush-Rwengwe,659.8648648648649,Kanungu
Kibimbiri,531.081081081081,Kanungu
Nyarutembe B,592.4324324324324,Kanungu
Kazinga,453.2432432432432,Kanungu
Rubi-Kasoni,756.7567567567568,Kanungu
Bush-Rwengwe,59.45945945945946,Kanungu
Rwerere A,35.37837837837838,Kanungu
Kara-Nyakahanga,470.0,Kanungu
Kara-Nyamabare,720.2702702702703,Kanungu
Rubi-Nyakabungo,346.4864864864865,Kanungu
Kyakatarangi,482.43243243243245,Kanungu
Bush-Bugandaro,436.2162162162162,Kanungu
Bush-Mutojo,497.2972972972973,Kanungu
Kara-Kagoma,348.64864864864865,Kanungu
Kara-Bujengwe,250.0,Kanungu
Rurama_Nkunda,591.7027027027027,Kanungu
Rubi-Nyarwemarira,527.081081081081,Kanungu
Rubi-Nyakabungo,610.6756756756756,Kanungu
Bush-Bushura,308.64864864864865,Kanungu
Kara-Kagoma,720.2702702702703,Kanungu
Rubi-Kajubwe,732.4324324324324,Kanungu
Bush-Kikondeka,772.972972972973,Kanungu
Tukundane,597.2972972972973,Kanungu
Kara-Ntengyere,343.2432432432432,Kanungu
Rubi-Bukono,514.0540540540541,Kanungu
Kara-Rutare,557.4324324324324,Kanungu
Nyebinga,359.05405405405406,Kanungu
Nkunda,318.9189189189189,Kanungu
Kashojwa,558.7027027027027,Kanungu
Rwerere B,350.27027027027026,Kanungu
Bweramaana,768.7837837837837,Kanungu
Kara-Rwemirama,757.4054054054054,Kanungu
Rwerere,633.5135135135135,Kanungu
Rubi-Kitunga,278.1081081081081,Kanungu
Bush-Bugandaro,490.5405405405405,Kanungu
Bush-Bushura,472.97297297297297,Kanungu
Bush-Bushura,40.54054054054054,Kanungu
Rubi-Kasoni,414.86486486486484,Kanungu
Kara-Rutare,526.4864864864865,Kanungu
Nkunda,482.43243243243245,Kanungu
Bush-Rwengwe,420.27027027027026,Kanungu
Rubi-Nyakabungo,804.0540540540541,Kanungu
Bush-Kajumo,666.4864864864865,Kanungu
Bush-Katwa,773.7837837837837,Kanungu
Yeruzaremu,698.1081081081081,Kanungu
Kara-Bujengwe,547.8378378378378,Kanungu
Ibambiro,351.35135135135135,Kanungu
Bush-Mutojo,879.8648648648649,Kanungu
Kashojwa,213.78378378378378,Kanungu
Kara-Bujengwe,410.81081081081084,Kanungu
Kara-Rwemirama,533.5135135135135,Kanungu
Runyinya,486.7567567567568,Kanungu
Bush-Ahabutaare,534.5945945945946,Kanungu
Kazinga,352.7027027027027,Kanungu
Nyarutembe A,736.7567567567568,Kanungu
Rubi-Kasoni,654.0540540540541,Kanungu
Kyakatarangi,769.1891891891892,Kanungu
Nkunda,158.51351351351352,Kanungu
Nyarutembe B,797.027027027027,Kanungu
Rubi-Nyakabungo,638.3783783783783,Kanungu
Kara-Nyamabare,323.3783783783784,Kanungu
Ibambiro,705.4054054054054,Kanungu
Bush-Nyakabungo,236.21621621621622,Kanungu
Bush-Bushura,396.2162162162162,Kanungu
Kara-Rutare,76.45945945945945,Kanungu
Bush-Nyakabungo,352.1621621621622,Kanungu
Rubi-Bukono,738.6486486486486,Kanungu
Kara-Nyakabingo,671.8918918918919,Kanungu
Nkunda,783.5135135135135,Kanungu
Rubi-Kashaki,655.8108108108108,Kanungu
Rubi-Kasoni,661.8918918918919,Kanungu
Nyarutembe B,230.0,Kanungu
Bush-Katwa,717.8378378378378,Kanungu
Kara-Rutare,710.8108108108108,Kanungu
Bush-Mugongo,670.2702702702703,Kanungu
Bush-Kirima,489.18918918918916,Kanungu
Kara-Ntengyere,570.5405405405405,Kanungu
Tukundane,391.8918918918919,Kanungu
Nkunda,643.7837837837837,Kanungu
Kara-Nyakahanga,270.27027027027026,Kanungu
Rubi-Kasoni,744.3243243243244,Kanungu
Rubi-Bukono,802.7027027027027,Kanungu
Nyarutembe B,492.56756756756755,Kanungu
Kashojwa,330.4054054054054,Kanungu
Kara-Kagoma,508.64864864864865,Kanungu
Rubi-Ruheza,270.94594594594594,Kanungu
Kashojwa,70.27027027027027,Kanungu
Ibambiro,625.9459459459459,Kanungu
Kazinga,351.86486486486484,Kanungu
Kara-Ntengyere,125.67567567567568,Kanungu
Ibambiro,67.56756756756756,Kanungu
Kara-Rwemirama,452.7027027027027,Kanungu
Rubi-Kajubwe,343.7567567567568,Kanungu
Rubi-Nyarwemarira,492.43243243243245,Kanungu
Kibimbiri,730.5405405405405,Kanungu
Bush-Kikondeka,766.7567567567568,Kanungu
Kibimbiri,755.1351351351351,Kanungu
Rwerere B,522.5675675675676,Kanungu
Bush-Mutojo,908.1081081081081,Kanungu
Nyarutembe A,210.8108108108108,Kanungu
Ibambiro,512.8378378378378,Kanungu
Kara-Musheija,527.7027027027027,Kanungu
Nkunda,83.37837837837837,Kanungu
Rubi-Nyakabungo,618.918918918919,Kanungu
Rubi-Nyakabungo,304.86486486486484,Kanungu
Kyakatarangi,310.81081081081084,Kanungu
Kara-Musheija,836.4864864864865,Kanungu
Ibambiro,32.432432432432435,Kanungu
Rubi-Nyakabungo,856.6486486486486,Kanungu
Nyarutembe A,744.5945945945946,Kanungu
Kara-Rwemirama,740.6621621621622,Kanungu
Rubi-Kasoni,744.7027027027027,Kanungu
Rwerere B,261.13513513513516,Kanungu
Nyebinga,202.97297297297297,Kanungu
Rwerere A,1015.4054054054054,Kanungu
Rubi-Kajubwe,767.2972972972973,Kanungu
Nyarutembe B,821.3513513513514,Kanungu
Bush-Katwa,468.2432432432432,Kanungu
Bush-Nyakabungo,601.3513513513514,Kanungu
Bush-Kikondeka,828.5135135135135,Kanungu
Kara-Rutare,387.43243243243245,Kanungu
Bush-Ahabutaare,481.7567567567568,Kanungu
Runyinya,275.6756756756757,Kanungu
Kara-Nyakabingo,662.4324324324324,Kanungu
Kazuru,267.6216216216216,Kanungu
Kibimbiri,304.13513513513516,Kanungu
Nyarutembe A,888.6486486486486,Kanungu
Kara-Rwamiyumbu,872.972972972973,Kanungu
Kara-Nyamabare,865.9459459459459,Kanungu
Kara-Rwamiyumbu,355.4054054054054,Kanungu
Tukundane,1040.5405405405406,Kanungu
Tukundane,991.8918918918919,Kanungu
Rubi-Nyarwemarira,817.2972972972973,Kanungu
Bush-Ahabutaare,78.37837837837837,Kanungu
Rubi-Nyakabungo,804.1351351351351,Kanungu
Kibimbiri,704.3243243243244,Kanungu
Rurama_Nkunda,542.1621621621622,Kanungu
Kazinga,731.8918918918919,Kanungu
Yeruzaremu,789.1891891891892,Kanungu
Rubi-Kasoni,800.0,Kanungu
Kara-Bujengwe,691.8918918918919,Kanungu
Kara-Nyamabare,810.8108108108108,Kanungu
Rwerere B,1048.3783783783783,Kanungu
Nkunda,75.67567567567568,Kanungu
Yeruzaremu,675.2702702702703,Kanungu
Nkunda,689.4594594594595,Kanungu
Kara-Nyakabingo,93.24324324324324,Kanungu
Kara-Nyamabare,859.4594594594595,Kanungu
Rubi-Kitunga,97.29729729729729,Kanungu
Kazinga,499.05405405405406,Kanungu
Rubi-Kasoni,921.6216216216217,Kanungu
Rubi-Bukono,345.4054054054054,Kanungu
Kashojwa,603.6756756756756,Kanungu
Rubi-Kasoni,850.8108108108108,Kanungu
Nyebinga,594.3243243243244,Kanungu
Rwerere A,506.35135135135135,Kanungu
Bush-Katwa,568.918918918919,Kanungu
Nyarutembe A,1050.8108108108108,Kanungu
Rwerere A,185.94594594594594,Kanungu
Rubi-Nyakabungo,253.9189189189189,Kanungu
Kara-Nyakabingo,1021.081081081081,Kanungu
Bush-Bushura,352.1621621621622,Kanungu
Bush-Nyakabungo,323.64864864864865,Kanungu
Rubi-Nyakabungo,729.1891891891892,Kanungu
Rubi-Bukono,135.13513513513513,Kanungu
Nkunda,966.4864864864865,Kanungu
Kara-Ntengyere,934.0540540540541,Kanungu
Bush-Katwa,219.72972972972974,Kanungu
Kara-Bujengwe,402.7027027027027,Kanungu
Kara-Nyakabingo,583.7837837837837,Kanungu
Kashojwa,213.51351351351352,Kanungu
Yeruzaremu,719.4594594594595,Kanungu
Yeruzaremu,996.7567567567568,Kanungu
Nkunda,593.5135135135135,Kanungu
Bush-Ahabutaare,866.2162162162163,Kanungu
Bush-Kirima,704.0540540540541,Kanungu
Kara-Rwamiyumbu,563.5135135135135,Kanungu
Kara-Rutare,1138.5135135135135,Kanungu
Rubi-Ruheza,422.43243243243245,Kanungu
Rurama_Nkunda,1108.1081081081081,Kanungu
Kashojwa,958.918918918919,Kanungu
Rubi-Kasoni,989.7297297297297,Kanungu
Kara-Nyakahanga,1011.6216216216217,Kanungu
Kazinga,398.3243243243243,Kanungu
Rubi-Ruheza,856.7567567567568,Kanungu
Kyakatarangi,706.081081081081,Kanungu
Kazuru,541.1810810810811,Kanungu
Kara-Rwamiyumbu,334.4594594594595,Kanungu
Kara-Ntengyere,901.8918918918919,Kanungu
Bush-Rwengwe,1015.4054054054054,Kanungu
Kibimbiri,735.1351351351351,Kanungu
Tukundane,396.35135135135135,Kanungu
Kara-Rutare,573.0540540540541,Kanungu
Kara-Bujengwe,824.3243243243244,Kanungu
Nyebinga,620.2702702702703,Kanungu
Kara-Rwemirama,649.3243243243244,Kanungu
Rubi-Bukono,121.62162162162163,Kanungu
Bweramaana,548.918918918919,Kanungu
Rubi-Bukono,898.7837837837837,Kanungu
Kara-Nyamabare,385.94594594594594,Kanungu
Kara-Nshangi,1101.2162162162163,Kanungu
Rubi-Kasoni,958.1081081081081,Kanungu
Rwerere B,810.8108108108108,Kanungu
Kara-Rwamiyumbu,987.1621621621622,Kanungu
Kazinga,605.4054054054054,Kanungu
Bush-Ahabutaare,1033.2432432432433,Kanungu
Bush-Bugandaro,668.918918918919,Kanungu
Kyakatarangi,897.2972972972973,Kanungu
Rwerere B,801.4864864864865,Kanungu
Kara-Nyakahanga,120.54054054054055,Kanungu
Kara-Rwamiyumbu,675.6756756756756,Kanungu
Kara-Nshangi,912.8378378378378,Kanungu
Kyakatarangi,1155.945945945946,Kanungu
Kara-Nshangi,763.5135135135135,Kanungu
Tukundane,939.7297297297297,Kanungu
Nyebinga,385.6756756756757,Kanungu
Rwerere,965.8108108108108,Kanungu
Bush-Nyakabungo,379.72972972972974,Kanungu
Kara-Rwamiyumbu,1074.054054054054,Kanungu
Bush-Kirima,513.5135135135135,Kanungu
Rubi-Ruheza,992.5675675675676,Kanungu
Ibambiro,403.7837837837838,Kanungu
Nkunda,545.9459459459459,Kanungu
Nkunda,340.5405405405405,Kanungu
Bush-Nyakabungo,507.1621621621622,Kanungu
Kara-Nshangi,565.8108108108108,Kanungu
Kara-Nyakabingo,1002.4324324324324,Kanungu
Ibambiro,875.5405405405405,Kanungu
Kara-Kagoma,767.5675675675676,Kanungu
Rubi-Nyakabungo,1129.1891891891892,Kanungu
Nkunda,1000.1351351351351,Kanungu
Nyarutembe B,1241.6216216216217,Kanungu
Tukundane,1177.5675675675675,Kanungu
Bush-Mutojo,788.918918918919,Kanungu
Kazuru,335.13513513513516,Kanungu
Bush-Mutojo,411.8918918918919,Kanungu
Bush-Nyakabungo,508.1081081081081,Kanungu
Tukundane,805.9459459459459,Kanungu
Kara-Kagoma,578.3783783783783,Kanungu
Kara-Rwamiyumbu,1026.4864864864865,Kanungu
Runyinya,847.5675675675676,Kanungu
Nkunda,338.7837837837838,Kanungu
Kara-Nyakahanga,1015.4054054054054,Kanungu
Ibambiro,585.1351351351351,Kanungu
Yeruzaremu,995.9459459459459,Kanungu
Bush-Kikondeka,787.8378378378378,Kanungu
Bush-Kikondeka,787.8378378378378,Kanungu
Rubi-Nyakabungo,637.5675675675676,Kanungu
Kara-Rwemirama,1030.0,Kanungu
Bush-Kajumo,814.0540540540541,Kanungu
Ibambiro,825.9459459459459,Kanungu
Kara-Rwemirama,729.3243243243244,Kanungu
Rubi-Nyarwemarira,606.4864864864865,Kanungu
Bush-Mugongo,307.02702702702703,Kanungu
Rwerere,1197.027027027027,Kanungu
Kara-Musheija,877.7351351351351,Kanungu
Kara-Musheija,921.081081081081,Kanungu
Kashojwa,626.2162162162163,Kanungu
Rwerere A,487.8378378378378,Kanungu
Bush-Kirima,151.35135135135135,Kanungu
Rwerere B,132.64864864864865,Kanungu
Kara-Kagoma,925.4054054054054,Kanungu
Bush-Kikondeka,224.32432432432432,Kanungu
Rubi-Ruheza,1041.6216216216217,Kanungu
Bush-Bushura,735.9459459459459,Kanungu
Bweramaana,868.6486486486486,Kanungu
Kara-Bujengwe,385.4054054054054,Kanungu
Nyarutembe A,675.6756756756756,Kanungu
Rubi-Kajubwe,676.7567567567568,Kanungu
Bush-Mugongo,1039.5945945945946,Kanungu
Tukundane,717.5675675675676,Kanungu
Bush-Kirima,349.72972972972974,Kanungu
Kara-Musheija,298.86486486486484,Kanungu
Kara-Rwamiyumbu,751.6216216216217,Kanungu
Bush-Kirima,1046.2162162162163,Kanungu
Kara-Ntengyere,1284.3243243243244,Kanungu
Bush-Kirima,712.4324324324324,Kanungu
Kara-Ntengyere,1137.2972972972973,Kanungu
Kyakatarangi,945.1351351351351,Kanungu
Kara-Musheija,1232.4324324324325,Kanungu
Bush-Kikondeka,1176.4864864864865,Kanungu
Kara-Bujengwe,1284.8648648648648,Kanungu
Kara-Musheija,944.5945945945946,Kanungu
Kara-Musheija,788.1081081081081,Kanungu
Bush-Ahabutaare,710.8108108108108,Kanungu
Kara-Kagoma,399.18918918918916,Kanungu
Kashojwa,1021.081081081081,Kanungu
Nkunda,350.0,Kanungu
Kyakatarangi,1123.5135135135135,Kanungu
Kara-Nshangi,980.8108108108108,Kanungu
Yeruzaremu,867.5675675675676,Kanungu
Nyebinga,567.2972972972973,Kanungu
Kara-Nyakahanga,1205.1351351351352,Kanungu
Rubi-Kitunga,659.4594594594595,Kanungu
Rubi-Kitunga,156.75675675675674,Kanungu
Kara-Nyakabingo,1164.8648648648648,Kanungu
Bush-Rwengwe,908.3783783783783,Kanungu
Rubi-Kajubwe,926.3513513513514,Kanungu
Ibambiro,1029.1891891891892,Kanungu
Kara-Nyakahanga,1046.3513513513512,Kanungu
Bush-Mugongo,360.5405405405405,Kanungu
Rubi-Ruheza,457.02702702702703,Kanungu
Bush-Bugandaro,799.5945945945946,Kanungu
Kara-Ntengyere,921.6216216216217,Kanungu
Kara-Nyakahanga,1323.5135135135135,Kanungu
Bush-Bugandaro,1139.7297297297298,Kanungu
Kara-Rwamiyumbu,1251.7297297297298,Kanungu
Kyakatarangi,567.5675675675676,Kanungu
Bush-Kikondeka,332.43243243243245,Kanungu
Kara-Rutare,599.5945945945946,Kanungu
Kara-Kagoma,741.6216216216217,Kanungu
Rubi-Bukono,287.8378378378378,Kanungu
Bush-Nyakabungo,184.86486486486487,Kanungu
Kara-Nyakahanga,752.8378378378378,Kanungu
Yeruzaremu,42.2972972972973,Kanungu
Kara-Kagoma,905.9459459459459,Kanungu
Bush-Mutojo,1121.081081081081,Kanungu
Rwerere A,1040.8108108108108,Kanungu
Kibimbiri,1339.7297297297298,Kanungu
Nyarutembe B,696.7567567567568,Kanungu
Kashojwa,315.3243243243243,Kanungu
Bush-Kirima,666.2162162162163,Kanungu
Kazuru,294.97297297297297,Kanungu
Kazinga,1017.5675675675676,Kanungu
Bush-Kikondeka,1100.2702702702702,Kanungu
Rubi-Kashaki,642.1621621621622,Kanungu
Bweramaana,1230.8108108108108,Kanungu
Kazuru,531.081081081081,Kanungu
Bweramaana,504.18918918918916,Kanungu
Rubi-Kitunga,1016.8918918918919,Kanungu
Rubi-Kashaki,1192.5675675675675,Kanungu
Bush-Kajumo,67.56756756756756,Kanungu
Kazinga,927.027027027027,Kanungu
Kara-Rwemirama,1404.3243243243244,Kanungu
Bush-Kirima,1161.4864864864865,Kanungu
Kara-Nshangi,865.8108108108108,Kanungu
Kara-Nyamabare,1270.2702702702702,Kanungu
Kyakatarangi,547.7027027027027,Kanungu
Rubi-Nyakabungo,901.081081081081,Kanungu
Kara-Rutare,356.2162162162162,Kanungu
Rwerere B,968.1081081081081,Kanungu
Bush-Nyakabungo,1035.1351351351352,Kanungu
Bush-Mugongo,433.1081081081081,Kanungu
Bush-Kirima,689.5945945945946,Kanungu
Yeruzaremu,1082.2972972972973,Kanungu
Kara-Bujengwe,1297.5675675675675,Kanungu
Rubi-Bukono,1149.7297297297298,Kanungu
Bweramaana,597.7837837837837,Kanungu
Tukundane,1363.1081081081081,Kanungu
Kara-Nshangi,522.1621621621622,Kanungu
Kazuru,894.7297297297297,Kanungu
Rubi-Kajubwe,373.44594594594594,Kanungu
Kara-Nyakabingo,1021.8918918918919,Kanungu
Kazuru,974.5945945945946,Kanungu
Rubi-Bukono,1030.6756756756756,Kanungu
Bush-Kajumo,1027.162162162162,Kanungu
Rubi-Kajubwe,1279.7972972972973,Kanungu
Rubi-Kashaki,975.1351351351351,Kanungu
Bush-Kikondeka,525.9459459459459,Kanungu
Kara-Nyamabare,1155.6756756756756,Kanungu
Kibimbiri,1264.5945945945946,Kanungu
Rurama_Nkunda,275.6756756756757,Kanungu
Rubi-Bukono,408.64864864864865,Kanungu
Bush-Kajumo,1164.8648648648648,Kanungu
Rubi-Ruheza,259.4594594594595,Kanungu
Kara-Nshangi,1384.7837837837837,Kanungu
Kara-Kagoma,1323.5135135135135,Kanungu
Yeruzaremu,586.6216216216217,Kanungu
Kara-Musheija,401.6216216216216,Kanungu
Kara-Musheija,597.9459459459459,Kanungu
Runyinya,388.9189189189189,Kanungu
Kara-Ntengyere,1241.6216216216217,Kanungu
Bush-Kajumo,1234.1891891891892,Kanungu
Kazinga,452.7027027027027,Kanungu
Rubi-Kajubwe,1375.1891891891892,Kanungu
Bush-Kirima,435.3783783783784,Kanungu
Rubi-Kashaki,1193.1081081081081,Kanungu
Runyinya,1551.8918918918919,Kanungu
Rubi-Nyakabungo,450.0,Kanungu
Rubi-Kitunga,1282.972972972973,Kanungu
Nyarutembe A,808.6486486486486,Kanungu
Bush-Bushura,371.35135135135135,Kanungu
Kara-Kagoma,1205.4054054054054,Kanungu
Kara-Rwemirama,1004.1891891891892,Kanungu
Bush-Mugongo,504.5945945945946,Kanungu
Rubi-Kitunga,1410.8108108108108,Kanungu
Bweramaana,459.13513513513516,Kanungu
Bush-Mugongo,278.3783783783784,Kanungu
Rurama_Nkunda,1321.6891891891892,Kanungu
Bush-Kajumo,85.4054054054054,Kanungu
Rubi-Kajubwe,1298.918918918919,Kanungu
Kara-Nyakabingo,1149.4594594594594,Kanungu
Bush-Kirima,395.94594594594594,Kanungu
Kara-Nyakabingo,779.7297297297297,Kanungu
Kara-Nyakabingo,1542.7027027027027,Kanungu
Nyarutembe B,272.97297297297297,Kanungu
Rubi-Kashaki,1118.7837837837837,Kanungu
Rwerere B,1136.2162162162163,Kanungu
Kara-Bujengwe,1661.3513513513512,Kanungu
Kara-Rwamiyumbu,1089.7297297297298,Kanungu
Rwerere,185.8108108108108,Kanungu
Kyakatarangi,1187.837837837838,Kanungu
Bush-Nyakabungo,1334.3243243243244,Kanungu
Kazuru,752.6486486486486,Kanungu
Bush-Bushura,852.1621621621622,Kanungu
Kazuru,512.6756756756756,Kanungu
Nkunda,243.24324324324326,Kanungu
Rubi-Kashaki,760.2702702702703,Kanungu
Kashojwa,1082.972972972973,Kanungu
Kara-Nyakabingo,1538.918918918919,Kanungu
Kara-Nyamabare,1502.7027027027027,Kanungu
Rwerere,883.2432432432432,Kanungu
Nkunda,411.8918918918919,Kanungu
Nyarutembe B,1546.4864864864865,Kanungu
Kazuru,839.3243243243244,Kanungu
Kara-Rwamiyumbu,462.1621621621622,Kanungu
Kara-Ntengyere,1733.1081081081081,Kanungu
Bush-Mugongo,1603.2432432432433,Kanungu
Kara-Kagoma,1398.918918918919,Kanungu
Runyinya,1731.3513513513512,Kanungu
Nkunda,1447.972972972973,Kanungu
Rubi-Kashaki,1275.6756756756756,Kanungu
Kara-Musheija,1394.7297297297298,Kanungu
Tukundane,1562.162162162162,Kanungu
Kara-Musheija,808.627027027027,Kanungu
Kazinga,1264.5945945945946,Kanungu
Rubi-Nyarwemarira,202.56756756756758,Kanungu
Rubi-Kitunga,1459.4594594594594,Kanungu
Bush-Bushura,426.6216216216216,Kanungu
Kyakatarangi,1070.2702702702702,Kanungu
Rubi-Nyakabungo,904.4594594594595,Kanungu
Kara-Musheija,1435.1351351351352,Kanungu
Bush-Bushura,310.5405405405405,Kanungu
Rubi-Bukono,16.216216216216218,Kanungu
Kara-Rutare,630.4054054054054,Kanungu
Tukundane,1596.7567567567567,Kanungu
Bush-Kirima,1340.5405405405406,Kanungu
Rubi-Nyarwemarira,357.7567567567568,Kanungu
Rubi-Kashaki,912.972972972973,Kanungu
Rubi-Ruheza,304.3243243243243,Kanungu
Kara-Kagoma,536.4864864864865,Kanungu
Bush-Nyakabungo,641.2162162162163,Kanungu
Bush-Rwengwe,289.18918918918916,Kanungu
Rubi-Kasoni,1339.1891891891892,Kanungu
Rwerere,913.5135135135135,Kanungu
Rubi-Kasoni,1133.7837837837837,Kanungu
Rubi-Kitunga,783.5135135135135,Kanungu
Kibimbiri,1334.5945945945946,Kanungu
Bush-Kajumo,1030.0,Kanungu
Bush-Nyakabungo,711.6216216216217,Kanungu
Kara-Rwamiyumbu,506.6216216216216,Kanungu
Kara-Musheija,354.72972972972974,Kanungu
Kara-Nyakahanga,445.5405405405405,Kanungu
Kibimbiri,1776.2162162162163,Kanungu
Kara-Bujengwe,660.8108108108108,Kanungu
Kara-Musheija,1156.7567567567567,Kanungu
Kara-Rwamiyumbu,829.0540540540541,Kanungu
Bush-Bugandaro,1229.5945945945946,Kanungu
Kashojwa,375.13513513513516,Kanungu
Kazinga,1431.6216216216217,Kanungu
Kara-Nyamabare,479.86486486486484,Kanungu
Kara-Musheija,1682.972972972973,Kanungu
Bush-Mutojo,1315.6756756756756,Kanungu
Nyarutembe B,281.0810810810811,Kanungu
Bush-Bugandaro,1375.4054054054054,Kanungu
Bush-Bugandaro,1914.054054054054,Kanungu
Nyebinga,942.7027027027027,Kanungu
Bweramaana,1362.972972972973,Kanungu
Yeruzaremu,1426.3513513513512,Kanungu
Kashojwa,1788.1081081081081,Kanungu
Rubi-Kitunga,111.08108108108108,Kanungu
Kara-Nshangi,1332.7027027027027,Kanungu
Bush-Rwengwe,1666.2162162162163,Kanungu
Rubi-Kitunga,1710.8108108108108,Kanungu
Bush-Rwengwe,1265.6756756756756,Kanungu
Kara-Musheija,1147.837837837838,Kanungu
Kazinga,1377.7837837837837,Kanungu
Kara-Rutare,256.0810810810811,Kanungu
Bush-Mugongo,867.8378378378378,Kanungu
Bush-Kajumo,1356.7567567567567,Kanungu
Rwerere A,1858.1081081081081,Kanungu
Rwerere,1303.7837837837837,Kanungu
Kazuru,1137.027027027027,Kanungu
Rubi-Nyakabungo,1504.5945945945946,Kanungu
Rubi-Nyarwemarira,266.7837837837838,Kanungu
Kyakatarangi,1399.1891891891892,Kanungu
Kara-Kagoma,1946.4864864864865,Kanungu
Kara-Musheija,609.7837837837837,Kanungu
Kara-Rutare,1075.945945945946,Kanungu
Bush-Katwa,1062.837837837838,Kanungu
Bush-Katwa,738.6486486486486,Kanungu
Bush-Katwa,1250.1351351351352,Kanungu
Kibimbiri,1950.8108108108108,Kanungu
Rubi-Kasoni,1174.3243243243244,Kanungu
Rubi-Nyarwemarira,980.2702702702703,Kanungu
Kara-Nyakahanga,1950.8108108108108,Kanungu
Bush-Katwa,948.1081081081081,Kanungu
Ibambiro,345.94594594594594,Kanungu
Bush-Rwengwe,1950.8108108108108,Kanungu
Rwerere B,1776.2162162162163,Kanungu
Kara-Kagoma,1059.4594594594594,Kanungu
Kara-Bujengwe,672.972972972973,Kanungu
Rubi-Nyarwemarira,554.0,Kanungu
Kara-Nshangi,1553.5135135135135,Kanungu
Bush-Nyakabungo,1823.7837837837837,Kanungu
Bush-Bugandaro,1161.2162162162163,Kanungu
Rubi-Kitunga,1510.8108108108108,Kanungu
Kazuru,1473.7837837837837,Kanungu
Nkunda,823.918918918919,Kanungu
Rubi-Ruheza,1463.7837837837837,Kanungu
Bush-Bushura,392.02702702702703,Kanungu
Bush-Katwa,1327.837837837838,Kanungu
Nkunda,1179.7297297297298,Kanungu
Kara-Rutare,876.4864864864865,Kanungu
Kara-Musheija,1093.918918918919,Kanungu
Kara-Nyakahanga,614.0540540540541,Kanungu
Nkunda,447.3783783783784,Kanungu
Bush-Bushura,849.7297297297297,Kanungu
Rurama_Nkunda,294.05405405405406,Kanungu
Kara-Nyamabare,1360.8108108108108,Kanungu
Bweramaana,1407.5675675675675,Kanungu
Kara-Nyakabingo,1580.0,Kanungu
Kara-Bujengwe,978.3783783783783,Kanungu
Rwerere,456.7567567567568,Kanungu
Kara-Ntengyere,1956.8918918918919,Kanungu
Nyebinga,260.5405405405405,Kanungu
Kara-Bujengwe,622.972972972973,Kanungu
Bush-Kikondeka,415.4054054054054,Kanungu
Rwerere A,1792.4324324324325,Kanungu
Kara-Nyakahanga,1032.4324324324325,Kanungu
Kibimbiri,1776.2162162162163,Kanungu
Rwerere A,1100.945945945946,Kanungu
Bush-Kikondeka,1312.972972972973,Kanungu
Rubi-Ruheza,1308.1081081081081,Kanungu
Rubi-Nyakabungo,1698.6486486486488,Kanungu
Rubi-Ruheza,525.8108108108108,Kanungu
Bush-Mutojo,2061.7567567567567,Kanungu
