pre_district,pre_village,pre_cluster,GPS-Altitude,hhh_age,Land_size_agriculture,Time_to_collect_Water_for_Household_use_Minutes,Beans_total_yield,Irish_potatoes_total_yield,Cassava_total_yield,Sorghum_total_yield,Maize_total_yield,Millet_total_yield,Onions_total_yield,Sweet_potatoes_total_yield,Ground_Nuts_total_yield,Food_banana_total_yield,Coffee_total_yield
Kanungu,Kengoma_Kihembe,Kihembe,1167.4,61.0,1.7,20.0,45.0,,,,30.0,,,,,,
Kanungu,Rukarara,Kihembe,1073.8,31.0,0.0,60.0,60.0,,,70.0,,,,,,0.0,
Kanungu,Kyozi,Kihembe,1170.3,28.0,0.25,10.0,,,,,,,,,,,
Kanungu,Rugarama,Kihembe,1153.0,96.0,0.25,5.0,55.0,,,,,,,,,,
Kanungu,Nyakasharara_Kihembe,Kihembe,1126.6,47.0,0.75,15.0,60.0,,,,,,,,,,
Kanungu,Kyozi,Kihembe,1139.1,61.0,1.0,10.0,120.0,,2.0,,,,,,,,0.0
Kanungu,Kanywansande,Kihembe,1097.7,63.0,0.25,20.0,90.0,,20.0,,,,,,,,20.0
Kanungu,Kengoma_Kihembe,Kihembe,1172.5,24.0,,20.0,65.0,,,,,,,,,,
Kanungu,Kengoma_Kihembe,Kihembe,1166.1,25.0,0.7,20.0,55.0,,2.7,,,,,,,,0.0
Kanungu,Kyozi,Kihembe,1151.1,37.0,1.4,35.0,45.0,,,,,,,,,,
Kanungu,Nyabirehe_Kihembe,Kihembe,1121.3,56.0,1.0,30.0,90.0,,,,,210.0,,,,,
Kanungu,Nyabirehe_Kihembe,Kihembe,1130.2,73.0,4.0,1.0,62.0,,,,,,,,,,0.0
Kanungu,Rugarama,Kihembe,1164.0,33.0,0.75,10.0,50.0,,,,25.0,,,,,,
Kanungu,Kyozi,Kihembe,1163.3,40.0,0.4,30.0,,,,,,,,,,,0.0
Kanungu,Kyozi,Kihembe,1134.9,34.0,0.0,30.0,,,,,,,,,,,
Kanungu,Rugarama,Kihembe,1194.2,29.0,0.35,40.0,,,,,,,,,,,
Kanungu,Nyabirehe_Kihembe,Kihembe,1143.6,57.0,0.5,30.0,80.0,,,,,,,,,,
Kanungu,Nyakasharara_Kihembe,Kihembe,1102.4,67.0,2.0,40.0,,,,,,,,,56.0,,15.0
Kanungu,Nyakasharara_Kihembe,Kihembe,1124.7,31.0,,20.0,100.0,,,,,,,,23.0,,50.0
Kanungu,Kyozi,Kihembe,1170.3,38.0,0.25,60.0,,,,,,,,,,,
Kanungu,Kengoma_Kihembe,Kihembe,1132.2,24.0,0.4,30.0,8.0,,,,,,,,,,
Kanungu,Nyakasharara_Kihembe,Kihembe,1124.6,70.0,0.5,10.0,80.0,,,,,,,,,,
Kanungu,Rukarara,Kihembe,1091.4,20.0,,60.0,,,,,,,,,,,
Kanungu,Nyabirehe_Kihembe,Kihembe,1081.3,26.0,0.7,30.0,60.0,,,,,100.0,,,,,0.0
Kanungu,Kanywansande,Kihembe,1095.5,34.0,0.0,15.0,,,,,,,,,,,50.0
Kanungu,Nyabirehe_Kihembe,Kihembe,1144.7,74.0,0.9,30.0,50.0,,,22.0,,,,,10.0,,
Kanungu,Kihembe_Central,Kihembe,1124.0,38.0,0.5,120.0,60.0,,,,,,,,,24.0,80.0
Kanungu,Kanywansande,Kihembe,1076.6,43.0,1.0,60.0,,,,,,92.0,,,,,6.0
Kanungu,Nyabirehe_Kihembe,Kihembe,1098.6,60.0,0.35,90.0,21.0,,,,,,,,,,
Kanungu,Nyabirehe_Kihembe,Kihembe,1096.1,64.0,0.5,30.0,70.0,,,,30.0,,,,,,0.0
Kanungu,Rugarama,Kihembe,1203.8,28.0,0.5,20.0,,,,,,,,,,,100.0
Kanungu,Kihembe_Central,Kihembe,1102.1,21.0,0.25,30.0,105.0,,,,90.0,,,,,,
Kanungu,Kyozi,Kihembe,1155.7,88.0,0.7,20.0,80.0,,,,,,,,,,
Kanungu,Nyabirehe_Kihembe,Kihembe,1095.8,32.0,0.9,90.0,62.0,,,,50.0,110.0,,,,,
Kanungu,Kengoma_Kihembe,Kihembe,1144.8,27.0,0.4,60.0,,,,,,,,,13.0,,
Kanungu,Kyozi,Kihembe,1165.0,64.0,2.0,10.0,100.0,,,,,,,,,,0.0
Kanungu,Rugarama,Kihembe,1182.4,82.0,1.8,20.0,80.0,,1.0,,100.0,,,,,,100.0
Kanungu,Kengoma_Kihembe,Kihembe,1153.5,39.0,1.0,15.0,95.0,,,,,,,,,,
Kanungu,Nyabirehe_Kihembe,Kihembe,1112.6,55.0,1.25,20.0,80.0,,,,,,,,40.0,,50.0
Kanungu,Kyozi,Kihembe,1153.3,24.0,0.4,5.0,27.0,,,,50.0,,,,,,
Kanungu,Rugarama,Kihembe,1177.2,56.0,1.35,25.0,100.0,,0.0,,,,,,,,100.0
Kanungu,Kanywansande,Kihembe,1097.7,20.0,0.25,20.0,100.0,,25.0,,,,,,,,
Kanungu,Rukarara,Kihembe,1130.2,62.0,2.0,25.0,160.0,,,,,,,,,,100.0
Kanungu,Rugarama,Kihembe,1148.4,43.0,2.5,40.0,110.0,,,,135.0,,,,,,100.0
Kanungu,Kengoma_Kihembe,Kihembe,1164.7,44.0,0.6,30.0,65.0,,,,50.0,,,,,,
Kanungu,Kyozi,Kihembe,1150.9,32.0,1.5,10.0,40.0,,,,,70.0,,,,,0.0
Kanungu,Nyakasharara_Kihembe,Kihembe,1126.6,27.0,0.5,15.0,70.0,,,,,,,,,,100.0
Kanungu,Kanywansande,Kihembe,1120.7,38.0,1.5,30.0,80.0,,,,,,,,,,
Kanungu,Kihembe_Central,Kihembe,1116.6,65.0,0.8,45.0,76.0,,,,,,,,47.0,,300.0
Kanungu,Nyabirehe_Kihembe,Kihembe,1104.5,49.0,2.0,60.0,70.0,,,,,150.0,,,,,
Kanungu,Kengoma_Kihembe,Kihembe,1143.2,29.0,0.25,30.0,55.0,,,,25.0,60.0,,,60.0,5.0,0.0
Kanungu,Kihembe_Central,Kihembe,1129.7,52.0,0.75,30.0,55.0,,,,,,,,,,80.0
Kanungu,Kihembe_Central,Kihembe,1098.4,61.0,3.5,10.0,130.0,,,,,,,,,,70.0
Kanungu,Kanywansande,Kihembe,1090.7,40.0,1.5,40.0,65.0,,,,,,,,,,35.0
Kanungu,Kihembe_Central,Kihembe,1095.0,39.0,0.25,60.0,50.0,,,,,,,,,,
Kanungu,Nyakasharara_Kihembe,Kihembe,1125.1,35.0,0.9,20.0,90.0,,0.0,,,,,,,,100.0
Kanungu,Kanywansande,Kihembe,1097.7,35.0,0.75,30.0,90.0,,,,35.0,,,,,,300.0
Kanungu,Nyakasharara_Kihembe,Kihembe,1103.9,27.0,0.5,30.0,39.0,,,,,,,,,,200.0
Kanungu,Kihembe_Central,Kihembe,1120.8,54.0,0.75,40.0,65.0,,,,,,,,,15.0,60.0
Kanungu,Nyabirehe_Kihembe,Kihembe,1097.6,75.0,0.7,30.0,55.0,,,,,,,,,,
Kanungu,Kanywansande,Kihembe,1131.4,65.0,3.5,10.0,110.0,,,,,,,,,,100.0
Kanungu,Rukarara,Kihembe,1044.3,67.0,1.0,60.0,70.0,,,,,90.0,,,,,0.0
Kanungu,Rugarama,Kihembe,1197.3,24.0,,15.0,,,,,,,,,,,30.0
Kanungu,Kengoma_Kihembe,Kihembe,1129.2,42.0,1.85,30.0,9.0,,11.0,,,,,,,,
Kanungu,Nyabirehe_Kihembe,Kihembe,1129.1,46.0,0.7,30.0,60.0,,,,,,,,,,
Kanungu,Kihembe_Central,Kihembe,1126.3,52.0,1.5,30.0,70.0,,,,,,,,,,60.0
Kanungu,Rugarama,Kihembe,1166.9,60.0,0.5,60.0,110.0,,,,,,,,100.0,,
Kanungu,Kihembe_Central,Kihembe,1122.0,41.0,0.75,30.0,25.0,,,,,,,,,40.0,30.0
Kanungu,Nyakasharara_Kihembe,Kihembe,1101.9,24.0,0.5,20.0,37.0,,,,,,,,58.0,,40.0
Kanungu,Nyabirehe_Kihembe,Kihembe,1099.2,64.0,1.8,60.0,43.0,,1.0,,,85.0,,8.0,,,0.0
Kanungu,Kengoma_Kihembe,Kihembe,1160.1,47.0,0.7,20.0,25.0,,,,,,,,,,
Kanungu,Kihembe_Central,Kihembe,1120.8,71.0,2.0,15.0,45.0,,,,,,,,,,200.0
Kanungu,Kihembe_Central,Kihembe,1111.9,49.0,0.5,15.0,110.0,,,,,,,,,,80.0
Kanungu,Kanywansande,Kihembe,1120.6,47.0,0.5,15.0,53.0,,,,,,,,,,80.0
Kanungu,Kanywansande,Kihembe,1082.4,48.0,1.5,60.0,,,,,,,,,,,60.0
Kanungu,Rukarara,Kihembe,1095.7,55.0,0.8,15.0,130.0,,,,,,,,,,
Kanungu,Kanywansande,Kihembe,1097.7,30.0,0.25,40.0,110.0,,,,,,,,,,60.0
Kanungu,Rukarara,Kihembe,1066.1,23.0,0.2,120.0,45.0,,,,,35.0,,,,,
Kanungu,Nyakasharara_Kihembe,Kihembe,1112.2,44.0,0.75,40.0,,,,,,,,,,,12.0
Kanungu,Kihembe_Central,Kihembe,1125.6,55.0,0.75,30.0,70.0,,15.0,,,,,,,,30.0
Kanungu,Kihembe_Central,Kihembe,1131.6,51.0,2.5,15.0,85.0,,7.0,,,,,,,,120.0
Kanungu,Nyakasharara_Kihembe,Kihembe,1129.9,41.0,0.5,20.0,150.0,,,,,,,,,,100.0
Kanungu,Nyakasharara_Kihembe,Kihembe,1126.6,28.0,0.75,20.0,45.0,,,,,,,,,,100.0
Kanungu,Kanywansande,Kihembe,1099.1,75.0,1.0,30.0,,,,,,,,,,30.0,90.0
Kanungu,Kengoma_Kihembe,Kihembe,1172.7,30.0,1.5,20.0,48.0,,,,45.0,,,,,,
Kanungu,Kihembe_Central,Kihembe,1134.7,41.0,0.75,15.0,85.0,,,,,,,,,20.0,0.0
Kanungu,Nyakasharara_Kihembe,Kihembe,1126.6,60.0,0.25,20.0,35.0,,,,,,,,,,
Kanungu,Nyabirehe_Kihembe,Kihembe,1116.8,66.0,0.5,30.0,100.0,,,130.0,125.0,,,,,,
Kanungu,Kengoma_Kihembe,Kihembe,1128.3,28.0,0.5,30.0,160.0,,,150.0,146.0,118.0,,,45.0,,
Kanungu,Kihembe_Central,Kihembe,1121.6,37.0,0.5,15.0,90.0,,,,,,,,,,70.0
Kanungu,Kanywansande,Kihembe,1099.6,36.0,0.25,20.0,,,,,,85.0,,,,,20.0
Kanungu,Rugarama,Kihembe,1198.9,79.0,1.5,15.0,,,,,,,,,,,500.0
Kanungu,Rukarara,Kihembe,1105.8,39.0,1.85,10.0,85.0,,,35.0,70.0,,,,,,
Kanungu,Kanywansande,Kihembe,1009.5,22.0,0.9,15.0,,,,,,,,,,,200.0
Kanungu,Kanywansande,Kihembe,1122.0,45.0,0.8,60.0,,,,,,,,,,,20.0
Kanungu,Nyakasharara_Kihembe,Kihembe,1126.6,50.0,1.5,20.0,90.0,,,,,,,,,,100.0
Kanungu,Nyakasharara_Kihembe,Kihembe,1157.0,58.0,0.5,40.0,65.0,,,,,,,,130.0,,150.0
Kanungu,Kengoma_Kihembe,Kihembe,1143.2,82.0,0.25,30.0,100.0,,,40.0,,,,,28.0,,30.0
Kanungu,Nyakasharara_Kihembe,Kihembe,1142.3,40.0,1.25,10.0,150.0,,,,,,,,140.0,,150.0
Kanungu,Rukarara,Kihembe,1098.5,30.0,1.75,40.0,80.0,,,,7.0,,,,8.0,,30.0
Kanungu,Nyabirehe_Kihembe,Kihembe,1143.6,39.0,2.0,30.0,220.0,,,,,,,,,,
Kanungu,Kyozi,Kihembe,1168.6,23.0,0.5,30.0,145.0,,,,190.0,150.0,,5.0,,,
Kanungu,Kyozi,Kihembe,1170.3,50.0,0.25,60.0,,,,,,,,,,,20.0
Kanungu,Kengoma_Kihembe,Kihembe,1143.4,25.0,0.7,15.0,120.0,,,,,,,,,,200.0
Kanungu,Rugarama,Kihembe,1177.4,65.0,1.0,15.0,,,,,,,,,,20.0,250.0
Kanungu,Kanywansande,Kihembe,1091.3,26.0,,30.0,,,,,,,,,,,25.0
Kanungu,Nyabirehe_Kihembe,Kihembe,1096.7,52.0,1.0,30.0,60.0,,,,,105.0,,,,,
Kanungu,Rugarama,Kihembe,1180.7,26.0,,8.0,,,,,,,,,,,0.0
Kanungu,Rugarama,Kihembe,1161.5,85.0,2.0,10.0,,,,,,,,,,,200.0
Kanungu,Nyakasharara_Kihembe,Kihembe,1131.0,45.0,1.25,40.0,80.0,,,,,,,,90.0,,100.0
Kanungu,Nyabirehe_Kihembe,Kihembe,1112.6,46.0,2.5,30.0,60.0,,,,,,,,12.0,,400.0
Kanungu,Kyozi,Kihembe,1145.4,56.0,2.1,15.0,35.0,,,,50.0,,,,,,
Kanungu,Kyozi,Kihembe,1152.8,35.0,1.5,5.0,50.0,,,,,70.0,,,,,0.0
Kanungu,Rukarara,Kihembe,1098.5,42.0,2.75,5.0,41.0,,,,51.0,,,,14.0,30.0,200.0
Kanungu,Rukarara,Kihembe,1077.3,45.0,1.0,90.0,145.0,,,,,,,,,,
Kanungu,Nyakasharara_Kihembe,Kihembe,1126.6,36.0,1.0,30.0,60.0,,,,,,,,,,150.0
Kanungu,Kengoma_Kihembe,Kihembe,1143.1,71.0,1.0,15.0,105.0,,,,,,,,,,200.0
Kanungu,Rukarara,Kihembe,1098.5,26.0,1.25,30.0,39.0,,,,7.0,,,,,,30.0
Kanungu,Kengoma_Kihembe,Kihembe,1143.2,70.0,0.75,20.0,40.0,,,35.0,30.0,,,,,,
Kanungu,Kihembe_Central,Kihembe,1131.5,56.0,3.9,20.0,130.0,,0.0,,90.0,,,,,10.0,300.0
Kanungu,Rugarama,Kihembe,1167.3,40.0,0.75,10.0,100.0,,,,,,,,40.0,,100.0
Kanungu,Kihembe_Central,Kihembe,1130.3,61.0,3.5,30.0,110.0,,20.0,,,,,,,,200.0
Kanungu,Rukarara,Kihembe,1084.2,65.0,2.5,30.0,30.0,,,,,,,,,,
Kanungu,Kanywansande,Kihembe,1097.7,27.0,1.0,30.0,,,21.0,,,,,,,,80.0
Kanungu,Rukarara,Kihembe,1130.2,63.0,2.0,15.0,100.0,,,,,,,,,,100.0
Kanungu,Kihembe_Central,Kihembe,1142.1,38.0,0.9,20.0,110.0,,0.0,,90.0,,,,,,200.0
Kanungu,Kihembe_Central,Kihembe,1129.0,59.0,0.75,10.0,140.0,,,,,,,,,,100.0
Kanungu,Kyozi,Kihembe,1151.3,85.0,1.5,10.0,45.0,,1.6,,,70.0,,,,,
Kanungu,Kanywansande,Kihembe,1115.2,24.0,0.8,10.0,,,,,,,,,,,160.0
Kanungu,Rugarama,Kihembe,1207.0,51.0,0.9,60.0,67.0,,,,,,,,,,
Kanungu,Rugarama,Kihembe,1197.9,38.0,0.28,40.0,85.0,,,,90.0,,,,,,80.0
Kanungu,Rukarara,Kihembe,1058.2,27.0,1.0,20.0,200.0,,,,,,,,,10.0,0.0
Kanungu,Rukarara,Kihembe,1056.6,40.0,1.5,60.0,140.0,,,,,25.0,,,,,
Kanungu,Kanywansande,Kihembe,1121.2,49.0,1.25,15.0,200.0,,1.0,,150.0,,,,,40.0,200.0
Kanungu,Rukarara,Kihembe,1076.0,40.0,1.0,30.0,,,,,,,,,,50.0,0.0
Kanungu,Rugarama,Kihembe,1186.0,28.0,0.75,30.0,56.0,,,,70.0,,,,,,100.0
Kanungu,Kihembe_Central,Kihembe,1113.1,41.0,1.8,20.0,110.0,,0.0,,70.0,,,,45.0,20.0,50.0
Kanungu,Kanywansande,Kihembe,1097.7,32.0,1.5,30.0,220.0,,26.0,,,,,85.0,,,100.0
Kanungu,Kyozi,Kihembe,1171.1,41.0,0.5,30.0,165.0,,,170.0,150.0,140.0,,,70.0,,
Kanungu,Kanywansande,Kihembe,1103.9,30.0,1.8,120.0,120.0,,3.0,,112.0,,,,,,160.0
Kanungu,Rukarara,Kihembe,1130.2,33.0,1.5,35.0,130.0,,,,195.0,,,,,,200.0
Kanungu,Kengoma_Kihembe,Kihembe,1153.5,33.0,2.0,30.0,110.0,,,,,,,,,,600.0
Kanungu,Kengoma_Kihembe,Kihembe,1140.9,27.0,2.7,20.0,30.0,,,,90.0,,,,20.0,,
Kanungu,Rukarara,Kihembe,1098.5,32.0,1.5,10.0,,,,,,170.0,,,50.0,,150.0
Kanungu,Nyabirehe_Kihembe,Kihembe,1143.6,39.0,1.5,10.0,145.0,,,,80.0,,,,,,300.0
Kanungu,Rugarama,Kihembe,1170.4,38.0,0.75,30.0,,,,,,,,,,,200.0
Kanungu,Kengoma_Kihembe,Kihembe,1137.3,65.0,6.0,60.0,70.0,,10.0,,,,,,106.0,,
Kanungu,Rukarara,Kihembe,1130.2,38.0,1.5,6.0,120.0,,,,,,,,,,150.0
Kanungu,Kengoma_Kihembe,Kihembe,1143.6,57.0,0.8,90.0,15.0,,25.0,,40.0,,,,,,
Kanungu,Rugarama,Kihembe,1186.6,42.0,0.6,30.0,220.0,,2.0,,190.0,,,,40.0,,50.0
Kanungu,Kihembe_Central,Kihembe,1120.1,32.0,2.0,15.0,35.0,,,,,,,,50.0,72.0,150.0
Kanungu,Nyakasharara_Kihembe,Kihembe,1116.0,51.0,0.25,60.0,,,,,,,,,,,30.0
Kanungu,Kihembe_Central,Kihembe,1125.1,30.0,0.4,140.0,,,,,,,,,,,
Kanungu,Nyabirehe_Kihembe,Kihembe,1112.6,72.0,1.0,10.0,80.0,,,,,,,,,,
Kanungu,Rugarama,Kihembe,1170.6,46.0,0.25,20.0,70.0,,16.0,,,,,,,,60.0
Kanungu,Nyabirehe_Kihembe,Kihembe,1113.6,31.0,1.0,20.0,110.0,,3.0,,,,,,,,0.0
Kanungu,Rukarara,Kihembe,1098.6,27.0,1.9,15.0,125.0,,,250.0,200.0,,,,,,
Kanungu,Kanywansande,Kihembe,1100.6,80.0,2.0,15.0,,,,,,,,,,,600.0
Kanungu,Rugarama,Kihembe,1168.4,42.0,0.25,15.0,45.0,,,,25.0,,,,,,
Kanungu,Kihembe_Central,Kihembe,1123.2,49.0,0.75,60.0,90.0,,,,,,,,,50.0,250.0
Kanungu,Kyozi,Kihembe,1174.0,48.0,1.5,35.0,180.0,,,,,,,,,,150.0
Kanungu,Nyakasharara_Kihembe,Kihembe,1093.5,78.0,1.0,20.0,,,,,,,,,,,400.0
Kanungu,Kanywansande,Kihembe,1133.2,33.0,0.5,15.0,100.0,,,,,,,,,,50.0
Kanungu,Kanywansande,Kihembe,1133.8,40.0,3.5,10.0,90.0,,,,,,,,,,300.0
Kanungu,Rugarama,Kihembe,1169.4,23.0,0.75,10.0,180.0,,,,45.0,,,,,40.0,
Kanungu,Rukarara,Kihembe,1088.2,45.0,1.3,20.0,105.0,,,,,,,,,,
Kanungu,Rukarara,Kihembe,1086.8,39.0,0.5,30.0,180.0,,,,140.0,,,,103.0,,
Kanungu,Rukarara,Kihembe,1130.2,76.0,2.0,10.0,,,,,,,,,,,200.0
Kanungu,Nyakasharara_Kihembe,Kihembe,1138.0,57.0,2.5,15.0,160.0,,,,,,,,120.0,,200.0
Kanungu,Kyozi,Kihembe,1199.1,29.0,0.5,30.0,160.0,,,,115.0,110.0,,3.0,,,
Kanungu,Nyabirehe_Kihembe,Kihembe,1107.3,36.0,,30.0,130.0,,,100.0,,100.0,,3.0,,,
Kanungu,Rukarara,Kihembe,1098.5,23.0,1.75,25.0,25.0,,,,26.0,,,,,20.0,80.0
Kanungu,Kyozi,Kihembe,1179.0,33.0,1.0,35.0,130.0,,,,115.0,,,,,,300.0
Kanungu,Rugarama,Kihembe,1186.2,56.0,1.5,15.0,150.0,,,,,,,,,,150.0
Kanungu,Rukarara,Kihembe,1092.8,51.0,1.0,30.0,130.0,,,,,,,,,,0.0
Kanungu,Rukarara,Kihembe,1076.0,27.0,1.0,30.0,120.0,,,140.0,,158.0,,23.0,100.0,28.0,
Kanungu,Kengoma_Kihembe,Kihembe,1143.4,48.0,1.5,15.0,165.0,,,,,,,,,,300.0
Kanungu,Nyabirehe_Kihembe,Kihembe,1143.6,36.0,0.3,30.0,,,,,115.0,,,,,,
Kanungu,Nyabirehe_Kihembe,Kihembe,1114.9,60.0,2.5,10.0,145.0,,,,,,,,,,
Kanungu,Kyozi,Kihembe,1159.4,30.0,1.0,35.0,105.0,,,,130.0,,,,,20.0,
Kanungu,Nyabirehe_Kihembe,Kihembe,1143.6,37.0,1.5,30.0,160.0,,,,,,,,200.0,,
Kanungu,Rugarama,Kihembe,1177.3,32.0,4.0,60.0,80.0,,,,,,,,40.0,,100.0
Kanungu,Kanywansande,Kihembe,1123.1,33.0,3.5,20.0,110.0,,,,,,,,140.0,,150.0
Kanungu,Nyakasharara_Kihembe,Kihembe,1129.9,28.0,1.8,60.0,142.0,,7.0,,,,,,,,600.0
Kanungu,Kyozi,Kihembe,1164.3,52.0,1.0,15.0,110.0,,,,,,,,,,300.0
Kanungu,Kengoma_Kihembe,Kihembe,1150.9,28.0,0.5,25.0,180.0,,,120.0,115.0,,,2.0,,10.0,
Kanungu,Rugarama,Kihembe,1166.4,21.0,0.75,20.0,85.0,,18.0,,,,,,,,
Kanungu,Rukarara,Kihembe,1115.0,32.0,1.0,30.0,165.0,,,,,,,4.0,120.0,,
Kanungu,Kyozi,Kihembe,1141.7,28.0,1.0,30.0,200.0,,,240.0,140.0,180.0,,,60.0,10.0,0.0
Kanungu,Kengoma_Kihembe,Kihembe,1144.9,31.0,1.0,30.0,200.0,,,,175.0,140.0,,4.0,,8.0,
Kanungu,Kanywansande,Kihembe,1114.0,36.0,3.75,20.0,180.0,,4.0,,145.0,,,,,,400.0
Kanungu,Kengoma_Kihembe,Kihembe,1153.5,72.0,2.5,25.0,200.0,,,,,,,,,,600.0
Kanungu,Rugarama,Kihembe,1191.6,78.0,4.75,48.0,140.0,,13.0,130.0,180.0,,,,102.0,,240.0
Kanungu,Rugarama,Kihembe,1178.2,38.0,1.75,20.0,140.0,,,,140.0,,,,,,400.0
Kanungu,Nyakasharara_Kihembe,Kihembe,1115.0,52.0,2.6,15.0,120.0,,,,40.0,,,,,25.0,600.0
Kanungu,Kyozi,Kihembe,1165.8,37.0,1.5,35.0,110.0,,,,170.0,,,,,,200.0
Kanungu,Nyakasharara_Kihembe,Kihembe,1139.1,64.0,1.75,60.0,110.0,,8.0,,120.0,80.0,,,82.0,,180.0
Kanungu,Kengoma_Kihembe,Kihembe,1136.3,59.0,1.0,30.0,190.0,,,,195.0,,,,,,0.0
Kanungu,Kanywansande,Kihembe,1097.3,40.0,2.5,3.0,140.0,,1.0,,140.0,180.0,,,90.0,15.0,500.0
Kanungu,Nyabirehe_Kihembe,Kihembe,1112.6,50.0,5.0,10.0,170.0,,,,90.0,,,,,15.0,300.0
Kanungu,Kanywansande,Kihembe,1113.9,71.0,1.85,4.0,165.0,,0.0,,,,,,55.0,,300.0
Kanungu,Nyabirehe_Kihembe,Kihembe,1117.0,48.0,1.0,30.0,130.0,,,80.0,,90.0,,6.0,,,
Kanungu,Nyakasharara_Kihembe,Kihembe,1104.7,34.0,2.0,25.0,,,,,,,,,,,400.0
Kanungu,Rukarara,Kihembe,1130.2,42.0,1.0,5.0,150.0,,,,170.0,,,,,,200.0
Kanungu,Kengoma_Kihembe,Kihembe,1147.0,75.0,1.0,30.0,130.0,,,,,160.0,,3.0,,10.0,0.0
Kanungu,Rugarama,Kihembe,1162.5,76.0,0.8,40.0,185.0,,7.0,,115.0,,,,,,300.0
Kanungu,Kengoma_Kihembe,Kihembe,1143.2,25.0,2.0,5.0,125.0,9.0,,,,,,,,20.0,
Kanungu,Rukarara,Kihembe,1098.5,51.0,4.5,5.0,165.0,,,,,,,,9.0,,200.0
Kanungu,Nyabirehe_Kihembe,Kihembe,1110.1,25.0,0.5,20.0,130.0,,,,120.0,,,,,,
Kanungu,Kyozi,Kihembe,1164.3,28.0,1.5,20.0,,,,,,,,,,,600.0
Kanungu,Kengoma_Kihembe,Kihembe,1143.2,56.0,4.5,120.0,45.0,,,,100.0,,,,,,300.0
Kanungu,Rukarara,Kihembe,1098.5,54.0,3.5,60.0,50.0,,,,,,,,,12.0,600.0
Kanungu,Kihembe_Central,Kihembe,1149.3,29.0,1.7,15.0,130.0,,0.0,,80.0,,,,70.0,15.0,300.0
Kanungu,Kengoma_Kihembe,Kihembe,1129.9,28.0,0.5,30.0,160.0,,,,,160.0,,5.0,,8.0,0.0
Kanungu,Kanywansande,Kihembe,1102.7,34.0,1.0,15.0,,,,,,,,,,,600.0
Kanungu,Kengoma_Kihembe,Kihembe,1143.2,46.0,1.75,60.0,13.0,,,,180.0,,,,20.0,,200.0
Kanungu,Kihembe_Central,Kihembe,1126.6,41.0,2.3,20.0,130.0,,0.0,,70.0,,,,60.0,30.0,600.0
Kanungu,Nyakasharara_Kihembe,Kihembe,1126.4,62.0,3.0,20.0,100.0,,0.0,,130.0,,,,,30.0,600.0
Kanungu,Nyabirehe_Kihembe,Kihembe,1130.4,35.0,1.8,60.0,100.0,,,,120.0,670.0,,,,,0.0
Kanungu,Nyakasharara_Kihembe,Kihembe,1114.3,51.0,3.0,50.0,,,14.0,,200.0,,,,,,500.0
Kanungu,Kyozi,Kihembe,1170.3,58.0,3.75,5.0,150.0,,,,155.0,,,,80.0,10.0,600.0
Kanungu,Kyozi,Kihembe,1171.6,34.0,0.5,15.0,160.0,,4.0,135.0,190.0,170.0,,,,20.0,600.0
Kanungu,Rukarara,Kihembe,1109.2,38.0,1.0,20.0,200.0,,3.0,385.0,,250.0,,,,12.0,0.0
Kanungu,Kihembe_Central,Kihembe,1130.1,53.0,3.0,50.0,80.0,,14.0,,145.0,,,7.0,90.0,,600.0
Kanungu,Kihembe_Central,Kihembe,1133.3,63.0,5.0,5.0,110.0,,0.0,,40.0,,,,70.0,10.0,600.0
Kanungu,Nyabirehe_Kihembe,Kihembe,1143.6,46.0,1.5,15.0,105.0,,,,,,,,200.0,,
Kanungu,Rugarama,Kihembe,1196.4,58.0,2.0,40.0,110.0,,8.0,,100.0,,,,120.0,,400.0
Kanungu,Kihembe_Central,Kihembe,1107.2,55.0,2.0,60.0,220.0,,12.0,,170.0,,,9.0,,,500.0
Kanungu,Kihembe_Central,Kihembe,1130.9,83.0,2.0,40.0,150.0,,,175.0,260.0,,,7.0,87.0,,600.0
Kanungu,Nyabirehe_Kihembe,Kihembe,1112.6,40.0,2.5,3.0,115.0,,,,,,,,,10.0,100.0
Kanungu,Kihembe_Central,Kihembe,1118.6,72.0,15.0,40.0,105.0,,,,115.0,,,,,,600.0
Kanungu,Kyozi,Kihembe,1165.6,39.0,1.0,30.0,165.0,,,,90.0,230.0,,,,,600.0
Kanungu,Nyakasharara_Kihembe,Kihembe,1122.0,56.0,3.8,50.0,260.0,,11.0,,180.0,,,,86.0,,600.0
Kanungu,Kyozi,Kihembe,1170.3,25.0,4.75,10.0,,,,,,,,,11.0,,200.0
Kanungu,Nyakasharara_Kihembe,Kihembe,1147.0,69.0,4.0,2.0,84.0,,21.0,,155.0,,,,97.0,20.0,600.0
Kanungu,Rugarama,Kihembe,1173.5,60.0,12.0,5.0,85.0,,0.0,,200.0,,,,110.0,,600.0
Kanungu,Kanywansande,Kihembe,1111.5,33.0,1.75,1.0,,,,,,,,,,,600.0
Kanungu,Nyakasharara_Kihembe,Kihembe,1095.7,54.0,4.5,20.0,80.0,,0.0,,,,,,,50.0,600.0
Kanungu,Nyakasharara_Kihembe,Kihembe,1125.0,50.0,25.0,2.0,190.0,,16.0,,145.0,,,,88.0,50.0,600.0
Kanungu,Kyozi,Kihembe,1155.8,60.0,8.0,10.0,160.0,,,,115.0,300.0,,,170.0,,
Kanungu,Kyozi,Kihembe,1170.3,51.0,11.5,10.0,88.0,,,,105.0,,,,110.0,,600.0
